0,0,2,0,0,,
0,1,2,0,0,,
0,2,2,0,0,,
0,3,2,0,0,,2040
0,4,2,0,0,,
0,0,1,0,0,,
0,1,1,0,0,,
0,2,1,0,0,,
0,3,1,0,0,,
0,4,1,53,13.46316681,,
0,0,3,0,0,,
0,1,3,0,0,,
0,2,3,0,0,,
0,3,3,0,0,,
0,4,3,0,0,,
0,0,4,0,0,,
0,1,4,0,0,,
0,2,4,0,0,,
0,3,4,0,0,,
0,4,4,0,0,,
0,0,5,0,0,,
0,1,5,0,0,,
0,2,5,0,0,,
0,3,5,0,0,,
0,4,5,0,0,,
1,0,2,0,0,,
1,1,2,0,0,,
1,2,2,0,0,,
1,3,2,0,0,,
1,4,2,16,4.064352244,,
1,0,1,0,0,,
1,1,1,0,0,,
1,2,1,0,0,,
1,3,1,0,0,,
1,4,1,114,28.95850974,,
1,0,3,0,0,,
1,1,3,0,0,,
1,2,3,0,0,,
1,3,3,0,0,,
1,4,3,0,0,,
1,0,4,0,0,,
1,1,4,0,0,,
1,2,4,0,0,,
1,3,4,0,0,,
1,4,4,0,0,,
1,0,5,0,0,,
1,1,5,5,1.792114695,,
1,2,5,0,0,,
1,3,5,0,0,,
1,4,5,0,0,,
2,0,2,0,0,,
2,1,2,0,0,,
2,2,2,0,0,,
2,3,2,0,0,,
2,4,2,29,7.366638442,,
2,0,1,0,0,,
2,1,1,0,0,,
2,2,1,0,0,,
2,3,1,0,0,,
2,4,1,154,39.11939035,,
2,0,3,0,0,,
2,1,3,0,0,,
2,2,3,0,0,,
2,3,3,0,0,,
2,4,3,0,0,,
2,0,4,0,0,,
2,1,4,0,0,,
2,2,4,0,0,,
2,3,4,0,0,,
2,4,4,0,0,,
2,0,5,0,0,,
2,1,5,47,16.84587814,,
2,2,5,0,0,,
2,3,5,0,0,,
2,4,5,0,0,,
3,0,2,0,0,,
3,1,2,0,0,,
3,2,2,0,0,,
3,3,2,0,0,,
3,4,2,39,9.906858594,,
3,0,1,0,0,,
3,1,1,0,0,,
3,2,1,0,0,,
3,3,1,0,0,,
3,4,1,185,46.99407282,,
3,0,3,0,0,,
3,1,3,0,0,,
3,2,3,0,0,,
3,3,3,0,0,,
3,4,3,0,0,,
3,0,4,0,0,,
3,1,4,0,0,,
3,2,4,0,0,,
3,3,4,0,0,,
3,4,4,0,0,,
3,0,5,0,0,,
3,1,5,63,22.58064516,,
3,2,5,0,0,,
3,3,5,0,0,,
3,4,5,0,0,,
4,0,2,0,0,,
4,1,2,0,0,,
4,2,2,0,0,,
4,3,2,0,0,,
4,4,2,54,13.71718882,,
4,0,1,0,0,,
4,1,1,0,0,,
4,2,1,0,0,,
4,3,1,0,0,,
4,4,1,206,52.32853514,,
4,0,3,0,0,,
4,1,3,0,0,,
4,2,3,0,0,,
4,3,3,0,0,,
4,4,3,0,0,,
4,0,4,0,0,,
4,1,4,0,0,,
4,2,4,0,0,,
4,3,4,0,0,,
4,4,4,0,0,,
4,0,5,0,0,,
4,1,5,63,22.58064516,,
4,2,5,0,0,,
4,3,5,0,0,,
4,4,5,0,0,,
5,0,2,0,0,,
5,1,2,0,0,,
5,2,2,0,0,,
5,3,2,0,0,,
5,4,2,54,13.71718882,,
5,0,1,0,0,,
5,1,1,0,0,,
5,2,1,0,0,,
5,3,1,0,0,,
5,4,1,153,38.86536833,,
5,0,3,0,0,,
5,1,3,0,0,,
5,2,3,0,0,,
5,3,3,0,0,,
5,4,3,0,0,,
5,0,4,0,0,,
5,1,4,0,0,,
5,2,4,0,0,,
5,3,4,0,0,,
5,4,4,0,0,,
5,0,5,0,0,,
5,1,5,55,19.71326165,,
5,2,5,0,0,,
5,3,5,0,0,,
5,4,5,0,0,,
6,0,2,0,0,,
6,1,2,0,0,,
6,2,2,0,0,,
6,3,2,0,0,,
6,4,2,32,8.128704488,,
6,0,1,0,0,,
6,1,1,0,0,,
6,2,1,0,0,,
6,3,1,0,0,,
6,4,1,115,29.21253175,,
6,0,3,0,0,,
6,1,3,0,0,,
6,2,3,0,0,,
6,3,3,0,0,,
6,4,3,1,0.254022015,,
6,0,4,0,0,,
6,1,4,0,0,,
6,2,4,0,0,,
6,3,4,0,0,,
6,4,4,0,0,,
6,0,5,0,0,,
6,1,5,45,16.12903226,,
6,2,5,0,0,,
6,3,5,0,0,,
6,4,5,0,0,,
7,0,2,0,0,,
7,1,2,0,0,,
7,2,2,0,0,,
7,3,2,0,0,,
7,4,2,31,7.874682472,,
7,0,1,0,0,,
7,1,1,0,0,,
7,2,1,0,0,,
7,3,1,0,0,,
7,4,1,107,27.18035563,,
7,0,3,0,0,,
7,1,3,0,0,,
7,2,3,0,0,,
7,3,3,0,0,,
7,4,3,1,0.254022015,,
7,0,4,0,0,,
7,1,4,0,0,,
7,2,4,0,0,,
7,3,4,0,0,,
7,4,4,0,0,,
7,0,5,0,0,,
7,1,5,42,15.05376344,,
7,2,5,0,0,,
7,3,5,0,0,,
7,4,5,0,0,,
8,0,2,0,0,,
8,1,2,0,0,,
8,2,2,0,0,,
8,3,2,0,0,,
8,4,2,31,7.874682472,,
8,0,1,0,0,,
8,1,1,0,0,,
8,2,1,0,0,,
8,3,1,0,0,,
8,4,1,107,27.18035563,,
8,0,3,0,0,,
8,1,3,0,0,,
8,2,3,0,0,,
8,3,3,0,0,,
8,4,3,1,0.254022015,,
8,0,4,0,0,,
8,1,4,0,0,,
8,2,4,0,0,,
8,3,4,0,0,,
8,4,4,0,0,,
8,0,5,0,0,,
8,1,5,42,15.05376344,,
8,2,5,0,0,,
8,3,5,0,0,,
8,4,5,0,0,,
9,0,2,0,0,,
9,1,2,0,0,,
9,2,2,0,0,,
9,3,2,0,0,,
9,4,2,31,7.874682472,,
9,0,1,0,0,,
9,1,1,0,0,,
9,2,1,0,0,,
9,3,1,0,0,,
9,4,1,107,27.18035563,,
9,0,3,0,0,,
9,1,3,0,0,,
9,2,3,0,0,,
9,3,3,0,0,,
9,4,3,1,0.254022015,,
9,0,4,0,0,,
9,1,4,0,0,,
9,2,4,0,0,,
9,3,4,0,0,,
9,4,4,0,0,,
9,0,5,0,0,,
9,1,5,42,15.05376344,,
9,2,5,0,0,,
9,3,5,0,0,,
9,4,5,0,0,,
10,0,2,0,0,,
10,1,2,0,0,,
10,2,2,0,0,,
10,3,2,0,0,,
10,4,2,31,7.874682472,,
10,0,1,0,0,,
10,1,1,0,0,,
10,2,1,0,0,,
10,3,1,0,0,,
10,4,1,106,26.92633362,,
10,0,3,0,0,,
10,1,3,0,0,,
10,2,3,0,0,,
10,3,3,0,0,,
10,4,3,1,0.254022015,,
10,0,4,0,0,,
10,1,4,0,0,,
10,2,4,0,0,,
10,3,4,0,0,,
10,4,4,0,0,,
10,0,5,0,0,,
10,1,5,40,14.33691756,,
10,2,5,0,0,,
10,3,5,0,0,,
10,4,5,0,0,,
11,0,2,0,0,,
11,1,2,0,0,,
11,2,2,0,0,,
11,3,2,0,0,,
11,4,2,30,7.620660457,,
11,0,1,0,0,,
11,1,1,0,0,,
11,2,1,0,0,,
11,3,1,0,0,,
11,4,1,98,24.89415749,,
11,0,3,0,0,,
11,1,3,0,0,,
11,2,3,0,0,,
11,3,3,0,0,,
11,4,3,1,0.254022015,,
11,0,4,0,0,,
11,1,4,0,0,,
11,2,4,0,0,,
11,3,4,0,0,,
11,4,4,0,0,,
11,0,5,0,0,,
11,1,5,38,13.62007168,,
11,2,5,0,0,,
11,3,5,0,0,,
11,4,5,0,0,,
12,0,2,0,0,,
12,1,2,0,0,,
12,2,2,0,0,,
12,3,2,0,0,,
12,4,2,22,5.588484335,,
12,0,1,0,0,,
12,1,1,0,0,,
12,2,1,0,0,,
12,3,1,0,0,,
12,4,1,64,16.25740898,,
12,0,3,0,0,,
12,1,3,0,0,,
12,2,3,0,0,,
12,3,3,0,0,,
12,4,3,1,0.254022015,,
12,0,4,0,0,,
12,1,4,0,0,,
12,2,4,0,0,,
12,3,4,0,0,,
12,4,4,0,0,,
12,0,5,0,0,,
12,1,5,25,8.960573477,,
12,2,5,0,0,,
12,3,5,0,0,,
12,4,5,0,0,,
13,0,2,0,0,,
13,1,2,0,0,,
13,2,2,0,0,,
13,3,2,0,0,,
13,4,2,12,3.048264183,,
13,0,1,0,0,,
13,1,1,0,0,,
13,2,1,0,0,,
13,3,1,0,0,,
13,4,1,52,13.20914479,,
13,0,3,0,0,,
13,1,3,0,0,,
13,2,3,0,0,,
13,3,3,0,0,,
13,4,3,0,0,,
13,0,4,0,0,,
13,1,4,0,0,,
13,2,4,0,0,,
13,3,4,0,0,,
13,4,4,0,0,,
13,0,5,0,0,,
13,1,5,23,8.243727599,,
13,2,5,0,0,,
13,3,5,0,0,,
13,4,5,0,0,,
14,0,2,0,0,,
14,1,2,0,0,,
14,2,2,0,0,,
14,3,2,0,0,,
14,4,2,10,2.540220152,,
14,0,1,0,0,,
14,1,1,0,0,,
14,2,1,0,0,,
14,3,1,0,0,,
14,4,1,66,16.76545301,,
