1,0,1,25,6.565509191712868,0,0,5
1,1,1,0,0,0,0,5
1,2,1,128,31.27035830618892,0,0,5
1,3,1,0,0,0,0,5
1,4,1,1135,288.31498729889927,0,0,5
2,0,1,25,6.565509191712868,0,0,5
2,1,1,0,0,0,0,5
2,2,1,128,31.27035830618892,0,0,5
2,3,1,0,0,0,0,5
2,4,1,1135,288.31498729889927,0,0,5
3,0,1,22,5.777648088707324,0,0,5
3,1,1,0,0,0,0,5
3,2,1,120,29.315960912052116,0,0,5
3,3,1,0,0,0,0,5
3,4,1,1093,277.64606265876375,0,0,5
4,0,1,25,6.565509191712868,0,0,5
4,1,1,0,0,0,0,5
4,2,1,106,25.8957654723127,0,0,5
4,3,1,1,0.35842293906810035,0,0,5
4,4,1,982,249.44961896697714,0,0,5
5,0,1,30,7.878611030055442,0,0,5
5,1,1,0,0,0,0,5
5,2,1,127,31.02605863192182,0,0,5
5,3,1,1,0.35842293906810035,0,0,5
5,4,1,1193,303.0482641828959,0,0,5
6,0,1,42,11.030055442077618,0,0,5
6,1,1,0,0,0,0,5
6,2,1,149,36.40065146579804,0,0,5
6,3,1,1,0.35842293906810035,0,0,5
6,4,1,1408,357.6629974597799,0,0,5
7,0,1,53,13.91887948643128,0,0,5
7,1,1,0,0,0,0,5
7,2,1,194,47.39413680781759,0,0,5
7,3,1,1,0.35842293906810035,0,0,5
7,4,1,1643,417.35817104149027,0,0,5
8,0,1,83,21.79749051648672,0,0,5
8,1,1,0,0,0,0,5
8,2,1,236,57.65472312703582,0,0,5
8,3,1,3,1.075268817204301,0,0,5
8,4,1,2026,514.6486028789162,0,0,5
9,0,1,111,29.150860811205135,0,0,5
9,1,1,0,0,0,0,5
9,2,1,276,67.42671009771986,0,0,5
9,3,1,4,1.4336917562724014,0,0,5
9,4,1,2446,621.337849280271,0,0,5
10,0,1,112,29.41348117887365,0,0,5
10,1,1,0,0,0,0,5
10,2,1,287,70.11400651465797,0,0,5
10,3,1,5,1.7921146953405018,0,0,5
10,4,1,2504,636.0711261642676,0,0,5
11,0,1,109,28.625620075868106,0,0,5
11,1,1,0,0,0,0,5
11,2,1,272,66.44951140065146,0,0,5
11,3,1,3,1.075268817204301,0,0,5
11,4,1,2304,585.2667231160034,0,0,5
