0,0,1,205,34.166666666666664,0
0,1,1,0,0,0
0,0,2,0,0,0
0,1,2,145,24.166666666666668,0
1,0,1,153,25.5,0
1,1,1,0,0,0
1,0,2,0,0,0
1,1,2,83,13.833333333333334,0
2,0,1,104,17.333333333333332,0
2,1,1,0,0,0
2,0,2,0,0,0
2,1,2,11,1.8333333333333333,0
3,0,1,83,13.833333333333334,0
3,1,1,0,0,0
3,0,2,0,0,0
3,1,2,3,0.5,0
4,0,1,62,10.333333333333334,0
4,1,1,0,0,0
4,0,2,0,0,0
4,1,2,1,0.16666666666666666,0
5,0,1,38,6.333333333333333,0
5,1,1,0,0,0
5,0,2,0,0,0
5,1,2,0,0,0
6,0,1,38,6.333333333333333,0
6,1,1,0,0,0
6,0,2,0,0,0
6,1,2,0,0,0
7,0,1,38,6.333333333333333,0
7,1,1,0,0,0
7,0,2,0,0,0
7,1,2,0,0,0
8,0,1,38,6.333333333333333,0
8,1,1,0,0,0
8,0,2,0,0,0
8,1,2,0,0,0
9,0,1,38,6.333333333333333,0
9,1,1,0,0,0
9,0,2,0,0,0
9,1,2,0,0,0
10,0,1,38,6.333333333333333,0
10,1,1,0,0,0
10,0,2,0,0,0
10,1,2,0,0,0
11,0,1,32,5.333333333333333,0
11,1,1,0,0,0
11,0,2,0,0,0
11,1,2,0,0,0
12,0,1,23,3.8333333333333335,0
12,1,1,0,0,0
12,0,2,0,0,0
12,1,2,0,0,0
13,0,1,21,3.5,0
13,1,1,0,0,0
13,0,2,0,0,0
13,1,2,0,0,0
14,0,1,28,4.666666666666667,0
14,1,1,0,0,0
14,0,2,0,0,0
14,1,2,0,0,0
15,0,1,29,4.833333333333333,0
15,1,1,0,0,0
15,0,2,0,0,0
15,1,2,0,0,0
16,0,1,24,4,0
16,1,1,0,0,0
16,0,2,0,0,0
16,1,2,0,0,0
17,0,1,16,2.6666666666666665,0
17,1,1,0,0,0
17,0,2,0,0,0
17,1,2,0,0,0
18,0,1,16,2.6666666666666665,0
18,1,1,0,0,0
18,0,2,0,0,0
18,1,2,0,0,0
19,0,1,16,2.6666666666666665,0
19,1,1,0,0,0
19,0,2,0,0,0
19,1,2,0,0,0
20,0,1,16,2.6666666666666665,0
20,1,1,0,0,0
20,0,2,0,0,0
20,1,2,0,0,0
21,0,1,16,2.6666666666666665,0
21,1,1,0,0,0
21,0,2,0,0,0
21,1,2,0,0,0
22,0,1,16,2.6666666666666665,0
22,1,1,0,0,0
22,0,2,0,0,0
22,1,2,0,0,0
23,0,1,16,2.6666666666666665,0
23,1,1,0,0,0
23,0,2,0,0,0
23,1,2,0,0,0
