0,0,1,0,0,0,6,10
0,1,1,0,0,0,6,10
0,2,1,0,0,0,6,10
0,3,1,0,0,0,6,10
0,4,1,0,0,0,6,10
1,0,1,0,0,0,6,10
1,1,1,0,0,0,6,10
1,2,1,0,0,0,6,10
1,3,1,0,0,0,6,10
1,4,1,0,0,0,6,10
2,0,1,0,0,0,6,10
2,1,1,0,0,0,6,10
2,2,1,0,0,0,6,10
2,3,1,0,0,0,6,10
2,4,1,0,0,0,6,10
3,0,1,0,0,0,6,10
3,1,1,0,0,0,6,10
3,2,1,0,0,0,6,10
3,3,1,0,0,0,6,10
3,4,1,0,0,0,6,10
4,0,1,0,0,0,6,10
4,1,1,0,0,0,6,10
4,2,1,0,0,0,6,10
4,3,1,0,0,0,6,10
4,4,1,0,0,0,6,10
5,0,1,0,0,0,6,10
5,1,1,0,0,0,6,10
5,2,1,0,0,0,6,10
5,3,1,0,0,0,6,10
5,4,1,0,0,0,6,10
6,0,1,0,0,0,6,10
6,1,1,0,0,0,6,10
6,2,1,0,0,0,6,10
6,3,1,0,0,0,6,10
6,4,1,0,0,0,6,10
7,0,1,0,0,0,6,10
7,1,1,0,0,0,6,10
7,2,1,0,0,0,6,10
7,3,1,0,0,0,6,10
7,4,1,0,0,0,6,10
8,0,1,0,0,0,6,10
8,1,1,0,0,0,6,10
8,2,1,0,0,0,6,10
8,3,1,0,0,0,6,10
8,4,1,0,0,0,6,10
9,0,1,0,0,0,6,10
9,1,1,0,0,0,6,10
9,2,1,0,0,0,6,10
9,3,1,0,0,0,6,10
9,4,1,0,0,0,6,10
10,0,1,0,0,0,6,10
10,1,1,0,0,0,6,10
10,2,1,0,0,0,6,10
10,3,1,0,0,0,6,10
10,4,1,0,0,0,6,10
11,0,1,0,0,0,6,10
11,1,1,0,0,0,6,10
11,2,1,0,0,0,6,10
11,3,1,0,0,0,6,10
11,4,1,0,0,0,6,10
12,0,1,0,0,0,6,10
12,1,1,0,0,0,6,10
12,2,1,0,0,0,6,10
12,3,1,0,0,0,6,10
12,4,1,0,0,0,6,10
13,0,1,0,0,0,6,10
13,1,1,0,0,0,6,10
13,2,1,0,0,0,6,10
13,3,1,0,0,0,6,10
13,4,1,0,0,0,6,10
14,0,1,0,0,0,6,10
14,1,1,0,0,0,6,10
14,2,1,0,0,0,6,10
14,3,1,0,0,0,6,10
14,4,1,0,0,0,6,10
15,0,1,0,0,0,6,10
15,1,1,0,0,0,6,10
15,2,1,0,0,0,6,10
15,3,1,0,0,0,6,10
15,4,1,0,0,0,6,10
16,0,1,0,0,0,6,10
16,1,1,0,0,0,6,10
16,2,1,0,0,0,6,10
16,3,1,0,0,0,6,10
16,4,1,0,0,0,6,10
17,0,1,0,0,0,6,10
17,1,1,0,0,0,6,10
17,2,1,0,0,0,6,10
17,3,1,0,0,0,6,10
17,4,1,0,0,0,6,10
18,0,1,0,0,0,6,10
18,1,1,0,0,0,6,10
18,2,1,0,0,0,6,10
18,3,1,0,0,0,6,10
18,4,1,0,0,0,6,10
19,0,1,0,0,0,6,10
19,1,1,0,0,0,6,10
19,2,1,0,0,0,6,10
19,3,1,0,0,0,6,10
19,4,1,0,0,0,6,10
20,0,1,0,0,0,6,10
20,1,1,0,0,0,6,10
20,2,1,0,0,0,6,10
20,3,1,0,0,0,6,10
20,4,1,0,0,0,6,10
21,0,1,0,0,0,6,10
21,1,1,0,0,0,6,10
21,2,1,0,0,0,6,10
21,3,1,0,0,0,6,10
21,4,1,0,0,0,6,10
22,0,1,0,0,0,6,10
22,1,1,0,0,0,6,10
22,2,1,0,0,0,6,10
22,3,1,0,0,0,6,10
22,4,1,0,0,0,6,10
23,0,1,0,0,0,6,10
23,1,1,0,0,0,6,10
23,2,1,0,0,0,6,10
23,3,1,0,0,0,6,10
23,4,1,0,0,0,6,10
24,0,1,0,0,0,6,10
24,1,1,0,0,0,6,10
24,2,1,0,0,0,6,10
24,3,1,0,0,0,6,10
24,4,1,0,0,0,6,10
25,0,1,0,0,0,6,10
25,1,1,0,0,0,6,10
25,2,1,0,0,0,6,10
25,3,1,0,0,0,6,10
25,4,1,0,0,0,6,10
26,0,1,0,0,0,6,10
26,1,1,0,0,0,6,10
26,2,1,0,0,0,6,10
26,3,1,0,0,0,6,10
26,4,1,0,0,0,6,10
27,0,1,0,0,0,6,10
27,1,1,0,0,0,6,10
27,2,1,0,0,0,6,10
27,3,1,0,0,0,6,10
27,4,1,0,0,0,6,10
28,0,1,0,0,0,6,10
28,1,1,0,0,0,6,10
28,2,1,0,0,0,6,10
28,3,1,0,0,0,6,10
28,4,1,0,0,0,6,10
29,0,1,0,0,0,6,10
29,1,1,0,0,0,6,10
29,2,1,0,0,0,6,10
29,3,1,0,0,0,6,10
29,4,1,0,0,0,6,10
30,0,1,0,0,0,6,10
30,1,1,0,0,0,6,10
30,2,1,0,0,0,6,10
30,3,1,0,0,0,6,10
30,4,1,0,0,0,6,10
31,0,1,0,0,0,6,10
31,1,1,0,0,0,6,10
31,2,1,0,0,0,6,10
31,3,1,0,0,0,6,10
31,4,1,0,0,0,6,10
32,0,1,0,0,0,6,10
32,1,1,0,0,0,6,10
32,2,1,0,0,0,6,10
32,3,1,0,0,0,6,10
32,4,1,1,0.2540220152413209,0,6,10
33,0,1,0,0,0,6,10
33,1,1,0,0,0,6,10
33,2,1,0,0,0,6,10
33,3,1,0,0,0,6,10
33,4,1,1,0.2540220152413209,0,6,10
34,0,1,0,0,0,6,10
34,1,1,0,0,0,6,10
34,2,1,0,0,0,6,10
34,3,1,0,0,0,6,10
34,4,1,0,0,0,6,10
35,0,1,0,0,0,6,10
35,1,1,0,0,0,6,10
35,2,1,0,0,0,6,10
35,3,1,0,0,0,6,10
35,4,1,1,0.2540220152413209,0,6,10
36,0,1,0,0,0,6,10
36,1,1,0,0,0,6,10
36,2,1,0,0,0,6,10
36,3,1,0,0,0,6,10
36,4,1,1,0.2540220152413209,0,6,10
37,0,1,0,0,0,6,10
37,1,1,0,0,0,6,10
37,2,1,0,0,0,6,10
37,3,1,0,0,0,6,10
37,4,1,1,0.2540220152413209,0,6,10
38,0,1,0,0,0,6,10
38,1,1,0,0,0,6,10
38,2,1,0,0,0,6,10
38,3,1,0,0,0,6,10
38,4,1,1,0.2540220152413209,0,6,10
39,0,1,0,0,0,6,10
39,1,1,0,0,0,6,10
39,2,1,0,0,0,6,10
39,3,1,0,0,0,6,10
39,4,1,0,0,0,6,10
40,0,1,0,0,0,6,10
40,1,1,0,0,0,6,10
40,2,1,0,0,0,6,10
40,3,1,0,0,0,6,10
40,4,1,0,0,0,6,10
41,0,1,0,0,0,6,10
41,1,1,0,0,0,6,10
41,2,1,0,0,0,6,10
41,3,1,0,0,0,6,10
41,4,1,0,0,0,6,10
42,0,1,0,0,0,6,10
42,1,1,0,0,0,6,10
42,2,1,0,0,0,6,10
42,3,1,0,0,0,6,10
42,4,1,0,0,0,6,10
43,0,1,0,0,0,6,10
43,1,1,0,0,0,6,10
43,2,1,0,0,0,6,10
43,3,1,0,0,0,6,10
43,4,1,0,0,0,6,10
44,0,1,0,0,0,6,10
44,1,1,0,0,0,6,10
44,2,1,0,0,0,6,10
44,3,1,0,0,0,6,10
44,4,1,0,0,0,6,10
45,0,1,0,0,0,6,10
45,1,1,0,0,0,6,10
45,2,1,0,0,0,6,10
45,3,1,0,0,0,6,10
45,4,1,0,0,0,6,10
46,0,1,0,0,0,6,10
46,1,1,0,0,0,6,10
46,2,1,0,0,0,6,10
46,3,1,0,0,0,6,10
46,4,1,0,0,0,6,10
47,0,1,0,0,0,6,10
47,1,1,0,0,0,6,10
47,2,1,0,0,0,6,10
47,3,1,0,0,0,6,10
47,4,1,0,0,0,6,10
48,0,1,0,0,0,6,10
48,1,1,0,0,0,6,10
48,2,1,0,0,0,6,10
48,3,1,0,0,0,6,10
48,4,1,0,0,0,6,10
49,0,1,0,0,0,6,10
49,1,1,0,0,0,6,10
49,2,1,0,0,0,6,10
49,3,1,0,0,0,6,10
49,4,1,0,0,0,6,10
50,0,1,0,0,0,6,10
50,1,1,0,0,0,6,10
50,2,1,0,0,0,6,10
50,3,1,0,0,0,6,10
50,4,1,0,0,0,6,10
51,0,1,0,0,0,6,10
51,1,1,0,0,0,6,10
51,2,1,0,0,0,6,10
51,3,1,0,0,0,6,10
51,4,1,0,0,0,6,10
52,0,1,0,0,0,6,10
52,1,1,0,0,0,6,10
52,2,1,0,0,0,6,10
52,3,1,0,0,0,6,10
52,4,1,0,0,0,6,10
53,0,1,0,0,0,6,10
53,1,1,0,0,0,6,10
53,2,1,0,0,0,6,10
53,3,1,0,0,0,6,10
53,4,1,0,0,0,6,10
54,0,1,0,0,0,6,10
54,1,1,0,0,0,6,10
54,2,1,0,0,0,6,10
54,3,1,0,0,0,6,10
54,4,1,0,0,0,6,10
55,0,1,0,0,0,6,10
55,1,1,0,0,0,6,10
55,2,1,0,0,0,6,10
55,3,1,0,0,0,6,10
55,4,1,0,0,0,6,10
56,0,1,0,0,0,6,10
56,1,1,0,0,0,6,10
56,2,1,0,0,0,6,10
56,3,1,0,0,0,6,10
56,4,1,0,0,0,6,10
57,0,1,0,0,0,6,10
57,1,1,0,0,0,6,10
57,2,1,0,0,0,6,10
57,3,1,0,0,0,6,10
57,4,1,0,0,0,6,10
58,0,1,0,0,0,6,10
58,1,1,0,0,0,6,10
58,2,1,0,0,0,6,10
58,3,1,0,0,0,6,10
58,4,1,0,0,0,6,10
59,0,1,0,0,0,6,10
59,1,1,0,0,0,6,10
59,2,1,0,0,0,6,10
59,3,1,0,0,0,6,10
59,4,1,0,0,0,6,10
60,0,1,0,0,0,6,10
60,1,1,0,0,0,6,10
60,2,1,0,0,0,6,10
60,3,1,0,0,0,6,10
60,4,1,0,0,0,6,10
61,0,1,0,0,0,6,10
61,1,1,0,0,0,6,10
61,2,1,0,0,0,6,10
61,3,1,0,0,0,6,10
61,4,1,0,0,0,6,10
62,0,1,0,0,0,6,10
62,1,1,0,0,0,6,10
62,2,1,0,0,0,6,10
62,3,1,0,0,0,6,10
62,4,1,0,0,0,6,10
63,0,1,0,0,0,6,10
63,1,1,0,0,0,6,10
63,2,1,0,0,0,6,10
63,3,1,0,0,0,6,10
63,4,1,0,0,0,6,10
64,0,1,0,0,0,6,10
64,1,1,0,0,0,6,10
64,2,1,0,0,0,6,10
64,3,1,0,0,0,6,10
64,4,1,0,0,0,6,10
65,0,1,0,0,0,6,10
65,1,1,0,0,0,6,10
65,2,1,0,0,0,6,10
