"BehaviorSpace results (NetLogo 5.3.1)"
"worm_sim_main.nlogo"
"Does pH work?"
"06/13/2016 12:33:04:704 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","300","0","300"
"[run number]","1","1","2","2","3","3","4","4","5","5","6","6","7","7"
"pH_tolerance","4",,"4.5",,"5",,"5.5",,"6",,"6.5",,"7",
"[reporter]","count adults","finalPop","count adults","finalPop","count adults","finalPop","count adults","finalPop","count adults","finalPop","count adults","finalPop","count adults","finalPop"
"[final]","0","2440.7013698630135","0","2571.7287671232875","0","1870.86301369863","0","567.517808219178","0","698.1205479452054","0","47.18904109589041","0","0.3424657534246575"
"[min]","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[max]","9355","2440.7013698630135","10045","2571.7287671232875","7190","1870.86301369863","2150","567.517808219178","2621","698.1205479452054","173","47.18904109589041","184","2.041095890410959"
"[mean]","431.8072996783667","48.276472875716124","464.04432946441057","50.98725113644426","347.2724094532233","37.316786808244075","126.67515032862536","11.518069510347276","169.38917633897358","14.591569720108103","25.369179135785206","1.1865687910302807","7.1657110893581315","0.0469925654616753"
"[steps]","7150","7150","7150","7150","7150","7150","7150","7150","7150","7150","7150","7150","7150","7150"

"[all run data]","count adults","finalPop","count adults","finalPop","count adults","finalPop","count adults","finalPop","count adults","finalPop","count adults","finalPop","count adults","finalPop"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","50","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","50","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","51","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","51","0","50","0","50","0"
,"50","0","50","0","50","0","49","0","51","0","50","0","50","0"
,"50","0","50","0","51","0","49","0","51","0","50","0","50","0"
,"50","0","50","0","51","0","49","0","51","0","50","0","51","0"
,"51","0","50","0","52","0","49","0","51","0","50","0","53","0"
,"51","0","50","0","52","0","49","0","51","0","50","0","53","0"
,"51","0","50","0","52","0","50","0","51","0","50","0","53","0"
,"53","0","51","0","55","0","50","0","53","0","50","0","54","0"
,"55","0","51","0","56","0","50","0","53","0","51","0","55","0"
,"58","0","55","0","56","0","50","0","55","0","54","0","56","0"
,"60","0","57","0","58","0","52","0","58","0","53","0","56","0"
,"62","0","59","0","63","0","56","0","63","0","57","0","58","0"
,"67","0","60","0","64","0","58","0","64","0","58","0","58","0"
,"70","0","62","0","68","0","59","0","69","0","59","0","62","0"
,"71","0","63","0","69","0","61","0","72","0","60","0","65","0"
,"74","0","68","0","74","0","63","0","77","0","63","0","66","0"
,"77","0","71","0","75","0","64","0","77","0","65","0","67","0"
,"82","0","74","0","77","0","68","0","77","0","70","0","69","0"
,"85","0","77","0","80","0","70","0","78","0","72","0","73","0"
,"89","0","79","0","82","0","71","0","79","0","73","0","75","0"
,"90","0","80","0","85","0","75","0","80","0","74","0","77","0"
,"93","0","82","0","86","0","77","0","83","0","76","0","77","0"
,"95","0","84","0","87","0","79","0","83","0","77","0","77","0"
,"96","0","87","0","89","0","80","0","83","0","84","0","78","0"
,"98","0","93","0","90","0","81","0","84","0","84","0","82","0"
,"98","0","93","0","90","0","81","0","84","0","84","0","82","0"
,"101","0","96","0","91","0","84","0","87","0","85","0","84","0"
,"104","0","97","0","95","0","86","0","92","0","85","0","87","0"
,"107","0","100","0","98","0","88","0","94","0","86","0","89","0"
,"109","0","100","0","100","0","91","0","95","0","87","0","90","0"
,"110","0","101","0","102","0","95","0","98","0","92","0","92","0"
,"113","0","102","0","104","0","97","0","101","0","94","0","93","0"
,"115","0","107","0","105","0","100","0","103","0","95","0","95","0"
,"119","0","109","0","107","0","101","0","109","0","96","0","97","0"
,"121","0","110","0","108","0","104","0","112","0","97","0","98","0"
,"124","0","112","0","109","0","106","0","117","0","97","0","99","0"
,"126","0","113","0","111","0","107","0","119","0","97","0","101","0"
,"129","0","113","0","113","0","110","0","122","0","100","0","106","0"
,"130","0","115","0","115","0","114","0","126","0","101","0","112","0"
,"131","0","119","0","115","0","117","0","128","0","102","0","112","0"
,"135","0","121","0","118","0","118","0","128","0","104","0","113","0"
,"141","0","127","0","124","0","121","0","133","0","104","0","115","0"
,"142","0","130","0","128","0","123","0","136","0","104","0","117","0"
,"146","0","132","0","134","0","125","0","139","0","104","0","121","0"
,"150","0","135","0","136","0","126","0","144","0","106","0","123","0"
,"151","0","139","0","140","0","126","0","146","0","107","0","124","0"
,"154","0","140","0","140","0","130","0","147","0","109","0","124","0"
,"156","0","141","0","143","0","131","0","148","0","112","0","125","0"
,"159","0","143","0","147","0","135","0","150","0","113","0","128","0"
,"160","0","144","0","151","0","139","0","154","0","115","0","128","0"
,"161","0","147","0","154","0","140","0","156","0","115","0","133","0"
,"162","0","147","0","155","0","144","0","157","0","117","0","134","0"
,"163","0","151","0","158","0","145","0","160","0","121","0","136","0"
,"164","0","153","0","160","0","146","0","163","0","122","0","137","0"
,"167","0","155","0","162","0","147","0","166","0","123","0","138","0"
,"170","0","156","0","164","0","148","0","167","0","124","0","141","0"
,"170","0","156","0","164","0","148","0","167","0","124","0","141","0"
,"171","0","159","0","168","0","148","0","171","0","125","0","144","0"
,"174","0","160","0","169","0","151","0","175","0","126","0","144","0"
,"176","0","160","0","171","0","152","0","177","0","128","0","146","0"
,"179","0","162","0","175","0","153","0","182","0","131","0","148","0"
,"181","0","164","0","180","0","157","0","183","0","133","0","151","0"
,"183","0","166","0","182","0","159","0","186","0","136","0","153","0"
,"185","0","168","0","183","0","164","0","186","0","136","0","154","0"
,"187","0","170","0","184","0","166","0","186","0","139","0","155","0"
,"188","0","176","0","185","0","172","0","188","0","140","0","158","0"
,"188","0","176","0","185","0","172","0","188","0","140","0","158","0"
,"188","0","176","0","185","0","172","0","188","0","140","0","158","0"
,"188","0","176","0","185","0","172","0","188","0","140","0","158","0"
,"188","0","176","0","185","0","172","0","188","0","140","0","158","0"
,"188","0","176","0","185","0","172","0","188","0","140","0","158","0"
,"188","0","176","0","185","0","172","0","188","0","140","0","158","0"
,"188","0","176","0","185","0","172","0","188","0","140","0","158","0"
,"190","0","178","0","187","0","174","0","191","0","142","0","159","0"
,"192","0","183","0","191","0","181","0","192","0","144","0","161","0"
,"196","0","185","0","194","0","181","0","195","0","147","0","163","0"
,"197","0","185","0","198","0","182","0","196","0","150","0","168","0"
,"197","0","189","0","202","0","184","0","199","0","155","0","169","0"
,"200","0","193","0","206","0","185","0","200","0","156","0","174","0"
,"203","0","197","0","206","0","187","0","200","0","157","0","176","0"
,"203","0","197","0","206","0","187","0","200","0","157","0","176","0"
,"203","0","197","0","206","0","187","0","200","0","157","0","176","0"
,"205","0","199","0","208","0","189","0","201","0","157","0","177","0"
,"205","0","199","0","208","0","189","0","201","0","157","0","177","0"
,"205","0","199","0","208","0","189","0","201","0","157","0","177","0"
,"207","0","203","0","209","0","194","0","203","0","158","0","178","0"
,"209","0","206","0","210","0","198","0","206","0","158","0","180","0"
,"211","0","208","0","212","0","199","0","207","0","162","0","181","0"
,"211","0","208","0","212","0","199","0","207","0","162","0","181","0"
,"211","0","208","0","212","0","199","0","207","0","162","0","181","0"
,"213","0","208","0","215","0","199","0","209","0","164","0","181","0"
,"213","0","208","0","215","0","199","0","209","0","164","0","181","0"
,"213","0","208","0","215","0","199","0","209","0","164","0","181","0"
,"213","0","208","0","215","0","199","0","209","0","164","0","181","0"
,"212","0","208","0","215","0","199","0","209","0","164","0","181","0"
,"215","0","208","0","219","0","199","0","213","0","164","0","184","0"
,"215","0","208","0","219","0","199","0","213","0","164","0","184","0"
,"139","0","138","0","127","0","117","0","120","0","91","0","112","0"
,"139","0","138","0","127","0","117","0","120","0","91","0","112","0"
,"139","0","138","0","127","0","117","0","120","0","91","0","112","0"
,"139","0","138","0","127","0","117","0","120","0","91","0","112","0"
,"139","0","138","0","127","0","117","0","120","0","91","0","112","0"
,"85","0","101","0","82","0","63","0","72","0","55","0","64","0"
,"85","0","101","0","82","0","63","0","72","0","55","0","64","0"
,"85","0","101","0","82","0","63","0","72","0","55","0","64","0"
,"85","0","101","0","82","0","63","0","72","0","55","0","64","0"
,"52","0","61","0","51","0","36","0","43","0","36","0","45","0"
,"52","0","61","0","51","0","36","0","43","0","36","0","45","0"
,"52","0","61","0","51","0","36","0","43","0","36","0","45","0"
,"52","0","61","0","51","0","36","0","43","0","36","0","45","0"
,"52","0","61","0","51","0","36","0","42","0","36","0","45","0"
,"52","0","61","0","51","0","36","0","42","0","36","0","45","0"
,"52","0","61","0","51","0","36","0","42","0","36","0","45","0"
,"52","0","61","0","51","0","36","0","42","0","36","0","45","0"
,"37","0","42","0","34","0","22","0","29","0","18","0","28","0"
,"22","0","21","0","21","0","11","0","18","0","9","0","15","0"
,"17","0","12","0","12","0","8","0","11","0","6","0","7","0"
,"9","0","9","0","6","0","6","0","9","0","4","0","3","0"
,"9","0","9","0","6","0","6","0","9","0","4","0","3","0"
,"9","0","9","0","6","0","6","0","9","0","4","0","3","0"
,"9","0","9","0","6","0","6","0","9","0","4","0","3","0"
,"9","0","9","0","6","0","6","0","9","0","4","0","3","0"
,"9","0","9","0","6","0","6","0","9","0","4","0","3","0"
,"9","0","9","0","6","0","6","0","9","0","4","0","3","0"
,"3","0","8","0","5","0","6","0","5","0","3","0","3","0"
,"2","0","5","0","3","0","4","0","2","0","3","0","3","0"
,"2","0","3","0","2","0","2","0","1","0","1","0","3","0"
,"1","0","2","0","1","0","1","0","0","0","0","0","2","0"
,"1","0","1","0","1","0","1","0","0","0","0","0","1","0"
,"1","0","1","0","0","0","0","0","0","0","0","0","1","0"
,"0","0","1","0","0","0","0","0","0","0","0","0","1","0"
,"0","0","1","0","0","0","0","0","0","0","0","0","1","0"
,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","1","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
