"Gravelly"|"70166315"|"18902854"
"Gravelly"|"70166654"|"18902950"
"Gravelly"|"70166328"|"18902182"
"Gravelly"|"70166329"|"18902022"
"Gravelly"|"70166330"|"18902183"
"Very gravelly"|"70166669"|"18902346"
"Very gravelly"|"70166171"|"18902347"
"Gravelly"|"70166670"|"18902348"
"Very gravelly"|"70166172"|"18902349"
"Cobbly"|"70166509"|"18902184"
"Extremely gravelly"|"70166510"|"18902023"
"Very gravelly"|"70166511"|"18902185"
"Very cobbly"|"70166512"|"18902024"
"Extremely gravelly"|"70166173"|"18902501"
"Gravelly"|"70166675"|"18902506"
"Gravelly"|"70166676"|"18902027"
"Very gravelly"|"70166180"|"18902188"
"Gravelly"|"70166319"|"18902855"
"Gravelly"|"70166657"|"18902951"
"Gravelly"|"70166331"|"18902350"
"Gravelly"|"70166671"|"18902351"
"Gravelly"|"70166174"|"18902352"
"Very gravelly"|"70166672"|"18902353"
"Very gravelly"|"70166175"|"18902186"
"Gravelly"|"70166513"|"18902025"
"Very gravelly"|"70166514"|"18902187"
"Cobbly"|"70166515"|"18902026"
"Extremely gravelly"|"70166516"|"18902502"
"Very gravelly"|"70166176"|"18902503"
"Very cobbly"|"70166673"|"18902504"
"Extremely gravelly"|"70166177"|"18902505"
"Gravelly"|"70166334"|"18902354"
"Gravelly"|"70166679"|"18902355"
"Very gravelly"|"70166183"|"18902189"
"Gravelly"|"70167828"|"18902837"
"Gravelly"|"70168304"|"18902693"
"Gravelly"|"70167998"|"18902838"
"Gravelly"|"70168307"|"18902884"
"Cobbly"|"70166124"|"18902775"
"Gravelly"|"70166631"|"18902881"
"Mucky"|"70166628"|"18902691"
"Cobbly"|"70166123"|"18902882"
"Gravelly"|"70166465"|"18902690"
"Cobbly"|"70166466"|"18902880"
"Gravelly"|"70166527"|"18902190"
"Gravelly"|"70166529"|"18902509"
"Very gravelly"|"70166530"|"18902510"
"Gravelly"|"70166344"|"18902358"
"Very gravelly"|"70166345"|"18902359"
"Gravelly"|"70166342"|"18902193"
"Mucky"|"70166216"|"18902203"
"Cobbly"|"70166564"|"18902523"
"Gravelly"|"70166567"|"18902524"
"Cobbly"|"70166217"|"18902204"
"Cobbly"|"70166722"|"18902042"
"Gravelly"|"70166370"|"18902367"
"Gravelly"|"70166292"|"18902974"
"Stony"|"70166293"|"18902975"
"Gravelly"|"70168309"|"18902696"
"Stony"|"70168310"|"18902886"
"Gravelly"|"70167838"|"18902979"
"Gravelly"|"70168009"|"18902980"
"Gravelly"|"70167839"|"18902981"
"Gravelly"|"70166460"|"18902976"
"Gravelly"|"70166461"|"18902977"
"Gravelly"|"70166462"|"18902978"
"Gravelly"|"70168476"|"18902697"
"Gravelly"|"70168010"|"18902777"
"Gravelly"|"70167841"|"18902778"
"Gravelly"|"70166121"|"18902694"
"Gravelly"|"70168011"|"18902779"
"Very gravelly"|"70168311"|"18902887"
"Gravelly"|"70168312"|"18902698"
"Extremely gravelly"|"70167842"|"18902982"
"Very gravelly"|"70166463"|"18902695"
"Very gravelly"|"70168012"|"18902983"
"Gravelly"|"70167843"|"18902984"
"Extremely gravelly"|"70168013"|"18902985"
"Extremely gravelly"|"70166464"|"18902885"
"Gravelly"|"70166378"|"18902209"
"Stony"|"70166379"|"18902046"
"Gravelly"|"70166227"|"18902528"
"Stony"|"70166730"|"18902529"
"Gravelly"|"70166731"|"18902530"
"Gravelly"|"70166574"|"18902047"
"Gravelly"|"70166575"|"18902210"
"Mucky"|"70166572"|"18902527"
"Cobbly"|"70166573"|"18902207"
"Gravelly"|"70166727"|"18902045"
"Cobbly"|"70166225"|"18902208"
"Cobbly"|"70166375"|"18902368"
"Gravelly"|"70166376"|"18902369"
"Cobbly"|"70167844"|"18902986"
"Mucky"|"70167844"|"18902987"
"Very gravelly"|"70168003"|"18902335"
"Very gravelly"|"70168014"|"18902988"
"Very gravelly"|"70168477"|"18902989"
"Very cobbly"|"70168478"|"18902888"
"Very gravelly"|"70167833"|"18902494"
"Very gravelly"|"70168479"|"18902699"
"Very gravelly"|"70168480"|"18902889"
"Very cobbly"|"70168481"|"18902700"
"Gravelly"|"70167789"|"18902761"
"Gravelly"|"70168430"|"18902858"
"Gravelly"|"70167790"|"18902668"
"Gravelly"|"70167960"|"18902955"
"Gravelly"|"70168260"|"18902956"
"Gravelly"|"70167793"|"18902670"
"Gravelly"|"70168262"|"18902669"
"Gravelly"|"70167798"|"18902672"
"Gravelly"|"70167799"|"18902762"
"Gravelly"|"70168437"|"18902673"
"Gravelly"|"70167800"|"18902674"
"Gravelly"|"70167967"|"18902863"
"Gravelly"|"70168433"|"18902859"
"Gravelly"|"70167963"|"18902860"
"Gravelly"|"70167795"|"18902671"
"Gravelly"|"70167796"|"18902957"
"Gravelly"|"70168265"|"18902958"
"Gravelly"|"70167965"|"18902862"
"Gravelly"|"70168267"|"18902861"
"Very cobbly"|"70167385"|"18902809"
"Gravelly"|"70167241"|"18902915"
"Gravelly"|"70167242"|"18902807"
"Gravelly"|"70167384"|"18902808"
"Gravelly"|"70167383"|"18902171"
"Gravelly"|"70167238"|"18902913"
"Gravelly"|"70167675"|"18902172"
"Gravelly"|"70167376"|"18902805"
"Gravelly"|"70167379"|"18902169"
"Gravelly"|"70168139"|"18903010"
"Gravelly"|"70168142"|"18902912"
"Gravelly"|"70167234"|"18902911"
"Gravelly"|"70167672"|"18903009"
"Gravelly"|"70167673"|"18902170"
"Gravelly"|"70167237"|"18902806"
"Gravelly"|"70167240"|"18903011"
"Gravelly"|"70168143"|"18903012"
"Gravelly"|"70168145"|"18902914"
"Gravelly"|"70167396"|"18902920"
"Gravelly"|"70167395"|"18902722"
"Gravelly"|"70167688"|"18903018"
"Very cobbly"|"70167252"|"18903019"
"Gravelly"|"70167244"|"18903014"
"Gravelly"|"70167679"|"18902173"
|"70167243"|"18902916"
"Gravelly"|"70167680"|"18903013"
"Gravelly"|"70168148"|"18903015"
"Gravelly"|"70168149"|"18902917"
"Gravelly"|"70167390"|"18902919"
"Gravelly"|"70167391"|"18902175"
"Gravelly"|"70167681"|"18902174"
"Gravelly"|"70168151"|"18902918"
"Gravelly"|"70167248"|"18903016"
"Gravelly"|"70167684"|"18903017"
"Gravelly"|"70168154"|"18902720"
"Gravelly"|"70167686"|"18902810"
"Gravelly"|"70167685"|"18902721"
"Gravelly"|"70167392"|"18902811"
"Cobbly"|"70167393"|"18902812"
"Woody"|"70168158"|"18902921"
"Gravelly"|"70167690"|"18902814"
"Gravelly"|"70167253"|"18902922"
"Gravelly"|"70167254"|"18902813"
"Cobbly"|"70167399"|"18902723"
"Cobbly"|"70167255"|"18902924"
"Gravelly"|"70167400"|"18902923"
"Gravelly"|"70167693"|"18903020"
"Gravelly"|"70168161"|"18903021"
"Gravelly"|"70168162"|"18902724"
"Gravelly"|"70167401"|"18902816"
"Cobbly"|"70167694"|"18902725"
"Gravelly"|"70167258"|"18902815"
"Gravelly"|"70167941"|"18902726"
"Stony"|"70168557"|"18903022"
"Gravelly"|"70168400"|"18903023"
"Stony"|"70168401"|"18902727"
"Gravelly"|"70168558"|"18902925"
"Stony"|"70167944"|"18902817"
"Gravelly"|"70168584"|"18902818"
"Stony"|"70168585"|"18902819"
"Gravelly"|"70168587"|"18902926"
"Gravelly"|"70167946"|"18902728"
"Gravelly"|"70168560"|"18902927"
"Gravelly"|"70168403"|"18903026"
"Gravelly"|"70167947"|"18903024"
"Gravelly"|"70168561"|"18903025"
"Gravelly"|"70168592"|"18903027"
"Gravelly"|"70168593"|"18902928"
"Gravelly"|"70168594"|"18902729"
"Gravelly"|"70168563"|"18902820"
|"70167948"|"18902730"
"Gravelly"|"70168589"|"18902821"
"Gravelly"|"70168591"|"18902929"
"Gravelly"|"70168564"|"18902930"
"Gravelly"|"70168565"|"18903028"
"Gravelly"|"70167952"|"18903029"
"Gravelly"|"70166938"|"18902747"
"Very gravelly"|"70166801"|"18902843"
"Gravelly"|"70167076"|"18902844"
"Very gravelly"|"70166802"|"18902845"
"Gravelly"|"70167077"|"18902748"
"Very gravelly"|"70167514"|"18902943"
"Gravelly"|"70167516"|"18902944"
"Very gravelly"|"70167517"|"18903050"
"Gravelly"|"70166807"|"18903051"
"Very gravelly"|"70166946"|"18902731"
"Gravelly"|"70167082"|"18903052"
"Gravelly"|"70167083"|"18902749"
"Gravelly"|"70168534"|"18902788"
"Gravelly"|"70167906"|"18902705"
"Gravelly"|"70168076"|"18902894"
"Gravelly"|"70168368"|"18902992"
"Gravelly"|"70168369"|"18902993"
"Gravelly"|"70168078"|"18902895"
"Gravelly"|"70168537"|"18902789"
"Gravelly"|"70167908"|"18902706"
"Gravelly"|"70168080"|"18902896"
"Gravelly"|"70168370"|"18902708"
"Gravelly"|"70167910"|"18902707"
"Gravelly"|"70168081"|"18902897"
"Gravelly"|"70168373"|"18902994"
"Gravelly"|"70168374"|"18902995"
"Gravelly"|"70168082"|"18902898"
"Gravelly"|"70168542"|"18902791"
"Very cobbly"|"70168083"|"18902792"
"Gravelly"|"70168540"|"18902790"
"Gravelly"|"70168375"|"18902899"
|"70168376"|"18902996"
"Gravelly"|"70168377"|"18902997"
"Gravelly"|"70168378"|"18902998"
"Gravelly"|"70168380"|"18903000"
"Gravelly"|"70168089"|"18903001"
"Gravelly"|"70168379"|"18902999"
"Gravelly"|"70168548"|"18902903"
"Gravelly"|"70168550"|"18902794"
"Gravelly"|"70168090"|"18902902"
"Cobbly"|"70168551"|"18902795"
"Gravelly"|"70168091"|"18902904"
"Gravelly"|"70167922"|"18902712"
"Gravelly"|"70168383"|"18903002"
"Very cobbly"|"70168384"|"18903003"
"Gravelly"|"70168543"|"18902710"
"Gravelly"|"70168544"|"18902793"
"Gravelly"|"70167916"|"18902709"
"Gravelly"|"70168085"|"18902900"
"Gravelly"|"70167917"|"18902711"
"Gravelly"|"70168087"|"18902901"
|"70168093"|"18902905"
"Gravelly"|"70168552"|"18902713"
"Gravelly"|"70168094"|"18902796"
"Gravelly"|"70167926"|"18902714"
"Gravelly"|"70168095"|"18902906"
"Very gravelly"|"70168389"|"18903004"
"Gravelly"|"70167927"|"18902715"
"Gravelly"|"70168387"|"18902907"
"Very gravelly"|"70168390"|"18903005"
"Gravelly"|"70168096"|"18902908"
"Gravelly"|"70167929"|"18902716"
"Gravelly"|"70167931"|"18902717"
"Gravelly"|"70168567"|"18902797"
"Very gravelly"|"70168568"|"18902798"
"Very gravelly"|"70168569"|"18902799"
"Very gravelly"|"70168391"|"18902719"
"Gravelly"|"70168098"|"18902909"
"Extremely gravelly"|"70167932"|"18902718"
"Very gravelly"|"70168099"|"18902910"
"Very gravelly"|"70168393"|"18903007"
"Gravelly"|"70168394"|"18902404"
"Gravelly"|"70168392"|"18903006"
"Very gravelly"|"70168100"|"18902405"
"Gravelly"|"70167933"|"18902085"
"Very gravelly"|"70168101"|"18902245"
"Extremely gravelly"|"70167934"|"18902086"
"Extremely gravelly"|"70168572"|"18902579"
"Gravelly"|"70168573"|"18902580"
"Very gravelly"|"70168574"|"18902581"
"Very gravelly"|"70168575"|"18902582"
"Very gravelly"|"70167935"|"18902087"
"Gravelly"|"70168103"|"18902247"
"Gravelly"|"70168102"|"18902246"
"Gravelly"|"70167936"|"18902088"
"Gravelly"|"70168213"|"18902406"
"Very gravelly"|"70168214"|"18902407"
"Gravelly"|"70168216"|"18902408"
"Stony"|"70167314"|"18902248"
"Gravelly"|"70167483"|"18902583"
"Gravelly"|"70167315"|"18902249"
"Gravelly"|"70167482"|"18902089"
"Gravelly"|"70167485"|"18902584"
"Stony"|"70167747"|"18902090"
"Gravelly"|"70168217"|"18902250"
"Gravelly"|"70168218"|"18902409"
"Gravelly"|"70168219"|"18902410"
"Stony"|"70167318"|"18902251"
"Gravelly"|"70168221"|"18902411"
"Gravelly"|"70167749"|"18902091"
"Gravelly"|"70167319"|"18902252"
"Gravelly"|"70167750"|"18902092"
"Gravelly"|"70167489"|"18902586"
"Stony"|"70167487"|"18902585"
"Very gravelly"|"70168222"|"18902094"
"Gravelly"|"70167752"|"18902093"
"Gravelly"|"70168224"|"18902412"
"Gravelly"|"70167324"|"18902253"
"Gravelly"|"70167327"|"18902254"
"Gravelly"|"70167498"|"18902587"
"Gravelly"|"70167328"|"18902588"
"Gravelly"|"70167760"|"18902095"
"Gravelly"|"70168230"|"18902413"
"Gravelly"|"70168232"|"18902414"
"Gravelly"|"70167331"|"18902255"
"Gravelly"|"70167150"|"18902115"
"Gravelly"|"70166874"|"18902276"
"Gravelly"|"70167149"|"18902606"
"Gravelly"|"70166876"|"18902277"
"Gravelly"|"70167587"|"18902607"
"Gravelly"|"70167013"|"18902438"
"Gravelly"|"70167015"|"18902439"
"Gravelly"|"70167153"|"18902440"
"Gravelly"|"70167008"|"18902436"
"Gravelly"|"70167010"|"18902437"
"Gravelly"|"70167152"|"18902117"
"Gravelly"|"70167151"|"18902116"
|"70166948"|"18902732"
"Gravelly"|"70167084"|"18902822"
"Gravelly"|"70166809"|"18902823"
"Gravelly"|"70167085"|"18902824"
"Gravelly"|"70167086"|"18902733"
"Gravelly"|"70167525"|"18903030"
"Very gravelly"|"70167087"|"18903031"
"Very gravelly"|"70167088"|"18903032"
"Gravelly"|"70166812"|"18902931"
"Gravelly"|"70166949"|"18902734"
"Gravelly"|"70166951"|"18902735"
"Gravelly"|"70166813"|"18902825"
"Gravelly"|"70167089"|"18902826"
"Very gravelly"|"70166814"|"18902827"
"Very gravelly"|"70167090"|"18902736"
"Very gravelly"|"70167091"|"18903033"
"Gravelly"|"70166815"|"18903034"
"Gravelly"|"70166816"|"18903035"
"Gravelly"|"70167095"|"18902828"
"Gravelly"|"70167097"|"18903036"
"Gravelly"|"70166958"|"18902737"
"Gravelly"|"70167098"|"18902829"
"Gravelly"|"70167535"|"18902738"
"Gravelly"|"70167536"|"18902932"
"Gravelly"|"70166823"|"18903037"
"Gravelly"|"70166824"|"18902933"
"Very gravelly"|"70166965"|"18902830"
"Gravelly"|"70166825"|"18902831"
"Gravelly"|"70167103"|"18902832"
"Gravelly"|"70167538"|"18902934"
"Gravelly"|"70167541"|"18902739"
"Gravelly"|"70167542"|"18903038"
"Gravelly"|"70167104"|"18903039"
"Extremely gravelly"|"70166828"|"18903040"
"Very gravelly"|"70167105"|"18902740"
"Very gravelly"|"70168576"|"18902935"
"Gravelly"|"70168578"|"18902936"
"Very gravelly"|"70168579"|"18902833"
"Very gravelly"|"70167937"|"18902834"
"Extremely gravelly"|"70168104"|"18902835"
"Gravelly"|"70167938"|"18902836"
"Very gravelly"|"70168105"|"18902937"
"Gravelly"|"70168395"|"18902741"
"Gravelly"|"70168396"|"18902938"
"Very gravelly"|"70168397"|"18902742"
"Gravelly"|"70168398"|"18903041"
"Extremely gravelly"|"70167939"|"18903042"
"Gravelly"|"70168555"|"18903043"
"Very gravelly"|"70167940"|"18903044"
"Very gravelly"|"70168580"|"18902939"
"Very gravelly"|"70168581"|"18902743"
"Gravelly"|"70168582"|"18902940"
"Gravelly"|"70168583"|"18902744"
"Gravelly"|"70167975"|"18902868"
"Gravelly"|"70168276"|"18902962"
"Very cobbly"|"70168277"|"18902963"
"Gravelly"|"70167976"|"18902961"
"Gravelly"|"70167806"|"18902678"
"Gravelly"|"70168274"|"18902677"
"Gravelly"|"70168275"|"18902866"
"Gravelly"|"70167969"|"18902864"
"Gravelly"|"70167803"|"18902763"
"Gravelly"|"70167972"|"18902960"
"Gravelly"|"70168443"|"18902676"
"Gravelly"|"70168268"|"18902959"
"Gravelly"|"70168271"|"18902675"
"Gravelly"|"70168442"|"18902865"
"Gravelly"|"70168439"|"18902764"
"Gravelly"|"70168446"|"18902867"
"Gravelly"|"70167974"|"18902765"
"Gravelly"|"70168444"|"18902766"
"Gravelly"|"70167980"|"18902768"
"Gravelly"|"70168453"|"18902769"
"Gravelly"|"70167981"|"18902869"
"Gravelly"|"70167982"|"18902967"
"Gravelly"|"70167816"|"18902968"
"Gravelly"|"70167810"|"18902679"
"Gravelly"|"70167811"|"18902964"
"Gravelly"|"70167978"|"18902965"
"Gravelly"|"70168279"|"18902966"
"Gravelly"|"70168281"|"18902680"
"Gravelly"|"70167814"|"18902767"
"Gravelly"|"70167813"|"18902681"
"Gravelly"|"70167543"|"18902857"
"Gravelly"|"70167546"|"18902666"
"Gravelly"|"70167108"|"18902759"
"Gravelly"|"70166832"|"18902760"
"Gravelly"|"70166969"|"18902415"
"Gravelly"|"70166966"|"18902667"
"Gravelly"|"70167111"|"18902096"
"Gravelly"|"70167547"|"18902256"
"Gravelly"|"70167548"|"18902589"
"Gravelly"|"70166829"|"18902953"
"Gravelly"|"70167107"|"18902954"
"Gravelly"|"70166835"|"18902257"
"Gravelly"|"70166836"|"18902258"
"Gravelly"|"70167112"|"18902590"
"Gravelly"|"70166972"|"18902417"
"Gravelly"|"70167115"|"18902097"
"Very cobbly"|"70166837"|"18902259"
"Gravelly"|"70166970"|"18902416"
"Gravelly"|"70167124"|"18902104"
"Gravelly"|"70167559"|"18902263"
"Gravelly"|"70167562"|"18902596"
"Very cobbly"|"70167563"|"18902597"
"Gravelly"|"70166974"|"18902261"
"Gravelly"|"70166975"|"18902418"
"Gravelly"|"70167557"|"18902594"
"Gravelly"|"70167558"|"18902595"
"Gravelly"|"70167122"|"18902101"
"Gravelly"|"70166978"|"18902102"
"Gravelly"|"70166980"|"18902419"
"Cobbly"|"70167123"|"18902103"
"Gravelly"|"70166844"|"18902420"
"Gravelly"|"70167551"|"18902098"
|"70167552"|"18902591"
"Gravelly"|"70167553"|"18902592"
"Gravelly"|"70167554"|"18902593"
"Gravelly"|"70166840"|"18902260"
"Gravelly"|"70167117"|"18902099"
"Gravelly"|"70166841"|"18902262"
"Gravelly"|"70167120"|"18902100"
"Gravelly"|"70167126"|"18902105"
"Stony"|"70166982"|"18902421"
"Gravelly"|"70166985"|"18902422"
"Stony"|"70167127"|"18902423"
"Gravelly"|"70166849"|"18902264"
"Stony"|"70167564"|"18902106"
"Gravelly"|"70167567"|"18902598"
"Stony"|"70166850"|"18902599"
"Gravelly"|"70166851"|"18902265"
"Gravelly"|"70167130"|"18902107"
"Gravelly"|"70166986"|"18902266"
"Gravelly"|"70166987"|"18902424"
"Gravelly"|"70166988"|"18902425"
"Gravelly"|"70166989"|"18902426"
"Gravelly"|"70166990"|"18902427"
"Gravelly"|"70166852"|"18902267"
"Gravelly"|"70167131"|"18902108"
"Gravelly"|"70167133"|"18902600"
"Gravelly"|"70166855"|"18902268"
"Gravelly"|"70166991"|"18902109"
"Gravelly"|"70166994"|"18902428"
"Gravelly"|"70166856"|"18902429"
"Gravelly"|"70167136"|"18902110"
"Gravelly"|"70166858"|"18902269"
"Gravelly"|"70167574"|"18902601"
"Gravelly"|"70167575"|"18902602"
|"70167137"|"18902111"
"Gravelly"|"70166860"|"18902270"
"Gravelly"|"70166996"|"18902430"
"Gravelly"|"70166998"|"18902431"
"Gravelly"|"70166861"|"18902271"
"Gravelly"|"70166862"|"18902272"
"Gravelly"|"70167576"|"18902112"
"Gravelly"|"70167577"|"18902603"
"Very gravelly"|"70167579"|"18902604"
"Gravelly"|"70166863"|"18902605"
"Very gravelly"|"70167141"|"18902113"
"Gravelly"|"70166864"|"18902273"
"Very gravelly"|"70167142"|"18902114"
"Gravelly"|"70166999"|"18902432"
"Very gravelly"|"70167000"|"18902433"
"Gravelly"|"70167006"|"18902434"
"Gravelly"|"70166870"|"18902435"
"Gravelly"|"70166871"|"18902274"
"Very gravelly"|"70166872"|"18902275"
"Gravelly"|"70167155"|"18902118"
"Gravelly"|"70167591"|"18902608"
"Gravelly"|"70167592"|"18902609"
"Gravelly"|"70167157"|"18902119"
"Gravelly"|"70166879"|"18902278"
"Gravelly"|"70167018"|"18902441"
"Gravelly"|"70166881"|"18902279"
"Gravelly"|"70167019"|"18902442"
"Gravelly"|"70167595"|"18902610"
"Gravelly"|"70167596"|"18902611"
"Gravelly"|"70167160"|"18902612"
"Gravelly"|"70167162"|"18902120"
"Gravelly"|"70167021"|"18902443"
"Gravelly"|"70166883"|"18902280"
"Gravelly"|"70166884"|"18902281"
"Gravelly"|"70166885"|"18902282"
"Very cobbly"|"70167597"|"18902121"
"Gravelly"|"70167023"|"18902444"
"Gravelly"|"70167031"|"18902449"
"Gravelly"|"70167171"|"18902124"
"Cobbly"|"70167605"|"18902286"
"Gravelly"|"70167172"|"18902125"
"Gravelly"|"70167607"|"18902617"
"Gravelly"|"70167608"|"18902618"
"Gravelly"|"70167173"|"18902126"
"Very cobbly"|"70166894"|"18902287"
"Gravelly"|"70167600"|"18902613"
|"70166886"|"18902614"
"Gravelly"|"70167165"|"18902122"
"Gravelly"|"70166887"|"18902283"
"Gravelly"|"70167027"|"18902446"
"Gravelly"|"70167167"|"18902447"
"Gravelly"|"70166889"|"18902285"
"Gravelly"|"70167170"|"18902123"
"Gravelly"|"70167029"|"18902448"
"Gravelly"|"70167025"|"18902445"
"Gravelly"|"70167024"|"18902284"
"Gravelly"|"70167602"|"18902615"
"Gravelly"|"70167603"|"18902616"
"Stony"|"70167035"|"18902451"
"Gravelly"|"70167034"|"18902450"
"Gravelly"|"70167176"|"18902127"
"Stony"|"70166896"|"18902288"
"Gravelly"|"70167612"|"18902619"
"Stony"|"70167613"|"18902620"
"Stony"|"70167178"|"18902128"
"Gravelly"|"70166898"|"18902289"
"Gravelly"|"70167037"|"18902452"
"Gravelly"|"70167038"|"18902453"
"Gravelly"|"70167039"|"18902454"
"Gravelly"|"70166899"|"18902290"
"Gravelly"|"70167179"|"18902129"
"Gravelly"|"70167040"|"18902455"
"Gravelly"|"70166900"|"18902291"
"Gravelly"|"70167180"|"18902130"
"Gravelly"|"70167614"|"18902621"
"Gravelly"|"70166902"|"18902292"
"Gravelly"|"70167043"|"18902456"
"Gravelly"|"70167044"|"18902457"
"Gravelly"|"70166904"|"18902293"
"Gravelly"|"70167184"|"18902131"
"Gravelly"|"70167620"|"18902622"
"Gravelly"|"70167621"|"18902623"
"Gravelly"|"70167185"|"18902132"
"Gravelly"|"70166906"|"18902294"
"Very gravelly"|"70166910"|"18902295"
"Gravelly"|"70167190"|"18902135"
"Very gravelly"|"70166911"|"18902296"
"Gravelly"|"70166909"|"18902626"
"Gravelly"|"70167052"|"18902463"
"Very gravelly"|"70166912"|"18902297"
"Gravelly"|"70167049"|"18902461"
"Very gravelly"|"70167050"|"18902462"
"Gravelly"|"70167046"|"18902459"
|"70167045"|"18902458"
"Gravelly"|"70167187"|"18902460"
"Gravelly"|"70167188"|"18902133"
"Gravelly"|"70167623"|"18902134"
"Gravelly"|"70167625"|"18902624"
"Gravelly"|"70167626"|"18902625"
"Gravelly"|"70167196"|"18902136"
"Gravelly"|"70167631"|"18902627"
"Very gravelly"|"70167633"|"18902628"
"Gravelly"|"70166917"|"18902298"
"Very gravelly"|"70167197"|"18902137"
"Gravelly"|"70166920"|"18902299"
"Gravelly"|"70167198"|"18902138"
"Very gravelly"|"70167057"|"18902300"
"Gravelly"|"70167059"|"18902465"
"Gravelly"|"70167058"|"18902464"
"Gravelly"|"70167060"|"18902466"
"Very gravelly"|"70167199"|"18902467"
"Gravelly"|"70166921"|"18902301"
"Gravelly"|"70167200"|"18902139"
"Very gravelly"|"70167635"|"18902140"
"Very gravelly"|"70167636"|"18902629"
"Extremely gravelly"|"70166922"|"18902302"
"Very gravelly"|"70167637"|"18902630"
"Gravelly"|"70167638"|"18902631"
"Very gravelly"|"70167639"|"18902632"
"Extremely gravelly"|"70167201"|"18902141"
"Extremely gravelly"|"70166923"|"18902303"
"Very gravelly"|"70167202"|"18902142"
"Gravelly"|"70166924"|"18902304"
"Very gravelly"|"70167061"|"18902468"
"Gravelly"|"70168109"|"18902634"
"Gravelly"|"70166928"|"18902306"
"Gravelly"|"70167641"|"18902144"
"Gravelly"|"70167065"|"18902470"
"Gravelly"|"70167642"|"18902145"
"Gravelly"|"70166931"|"18902307"
"Gravelly"|"70167643"|"18902146"
"Gravelly"|"70168112"|"18902635"
"Gravelly"|"70168113"|"18902636"
"Gravelly"|"70166932"|"18902308"
"Gravelly"|"70167063"|"18902469"
"Gravelly"|"70167204"|"18902143"
"Gravelly"|"70166926"|"18902305"
"Gravelly"|"70168108"|"18902633"
"Gravelly"|"70167206"|"18902309"
"Gravelly"|"70167352"|"18902471"
"Gravelly"|"70167354"|"18902472"
"Very cobbly"|"70167207"|"18902473"
"Gravelly"|"70168119"|"18902640"
"Gravelly"|"70168120"|"18902641"
"Gravelly"|"70167652"|"18902150"
"Gravelly"|"70167647"|"18902147"
|"70167209"|"18902310"
"Gravelly"|"70168114"|"18902637"
"Gravelly"|"70168115"|"18902638"
"Gravelly"|"70167211"|"18902312"
"Gravelly"|"70167649"|"18902148"
"Gravelly"|"70167653"|"18902151"
"Gravelly"|"70167359"|"18902474"
"Gravelly"|"70167361"|"18902475"
"Cobbly"|"70167362"|"18902476"
"Gravelly"|"70167654"|"18902152"
"Gravelly"|"70167218"|"18902314"
"Gravelly"|"70168123"|"18902642"
"Very cobbly"|"70168124"|"18902643"
"Gravelly"|"70168117"|"18902639"
"Gravelly"|"70167210"|"18902311"
"Gravelly"|"70167212"|"18902313"
"Gravelly"|"70167651"|"18902149"
"Gravelly"|"70167657"|"18902153"
"Stony"|"70167220"|"18902315"
"Gravelly"|"70167365"|"18902477"
"Stony"|"70167366"|"18902478"
"Gravelly"|"70167221"|"18902316"
