"Stony"|"70167659"|"18902154"
"Gravelly"|"70168127"|"18902644"
"Stony"|"70168128"|"18902645"
"Gravelly"|"70167223"|"18902646"
"Gravelly"|"70167660"|"18902155"
"Gravelly"|"70167224"|"18902317"
"Gravelly"|"70167661"|"18902156"
"Gravelly"|"70167368"|"18902318"
"Gravelly"|"70167369"|"18902479"
"Gravelly"|"70167370"|"18902480"
"Gravelly"|"70167371"|"18902481"
"Gravelly"|"70167662"|"18902482"
"Woody"|"70167226"|"18902319"
"Gravelly"|"70168131"|"18902647"
"Gravelly"|"70168133"|"18902648"
"Gravelly"|"70168134"|"18902649"
"Cobbly"|"70167665"|"18902157"
"Gravelly"|"70167228"|"18902320"
"Cobbly"|"70167373"|"18902483"
"Gravelly"|"70167229"|"18902484"
"Gravelly"|"70167230"|"18902321"
"Gravelly"|"70167667"|"18902158"
"Cobbly"|"70168136"|"18902650"
"Gravelly"|"70167668"|"18902651"
"Gravelly"|"70167231"|"18902322"
"Gravelly"|"70167762"|"18902159"
"Gravelly"|"70167333"|"18902323"
"Gravelly"|"70168234"|"18902652"
"Gravelly"|"70168237"|"18902653"
"Gravelly"|"70167334"|"18902654"
"Gravelly"|"70167765"|"18902160"
"Gravelly"|"70168404"|"18902324"
"Gravelly"|"70168407"|"18902485"
"Gravelly"|"70167766"|"18902486"
|"70167767"|"18902161"
"Gravelly"|"70167337"|"18902325"
"Gravelly"|"70168239"|"18902655"
"Gravelly"|"70168241"|"18902656"
"Gravelly"|"70167338"|"18902326"
"Gravelly"|"70167339"|"18902327"
"Gravelly"|"70168408"|"18902162"
"Gravelly"|"70168409"|"18902487"
"Very gravelly"|"70168411"|"18902488"
"Gravelly"|"70167340"|"18902489"
"Very gravelly"|"70167771"|"18902163"
"Gravelly"|"70167341"|"18902328"
"Very gravelly"|"70167772"|"18902164"
"Gravelly"|"70168243"|"18902657"
"Very gravelly"|"70168244"|"18902800"
"Gravelly"|"70167774"|"18902165"
|"70167343"|"18902329"
"Gravelly"|"70167775"|"18902166"
"Gravelly"|"70168413"|"18902490"
"Gravelly"|"70168415"|"18902491"
"Gravelly"|"70167344"|"18902330"
"Gravelly"|"70167345"|"18902331"
"Gravelly"|"70168247"|"18902801"
"Gravelly"|"70168248"|"18902802"
"Gravelly"|"70167778"|"18902167"
"Gravelly"|"70168416"|"18902332"
"Gravelly"|"70168417"|"18902492"
"Gravelly"|"70168418"|"18902493"
"Very gravelly"|"70168419"|"18903008"
"Gravelly"|"70167348"|"18902333"
"Gravelly"|"70167785"|"18902168"
"Gravelly"|"70168254"|"18902334"
"Gravelly"|"70168256"|"18902803"
"Very gravelly"|"70168258"|"18902804"
"Gravelly"|"70166740"|"18902054"
"Gravelly"|"70166237"|"18902216"
"Gravelly"|"70166395"|"18902217"
"Gravelly"|"70166396"|"18902537"
"Gravelly"|"70166741"|"18902538"
"Gravelly"|"70166742"|"18902055"
"Gravelly"|"70166240"|"18902218"
"Gravelly"|"70166381"|"18902370"
"Stony"|"70166382"|"18902211"
"Gravelly"|"70166385"|"18902048"
"Stony"|"70166229"|"18902531"
"Gravelly"|"70166230"|"18902532"
"Gravelly"|"70166734"|"18902533"
"Gravelly"|"70166576"|"18902049"
"Gravelly"|"70166548"|"18902516"
"Gravelly"|"70166550"|"18902517"
"Gravelly"|"70166709"|"18902518"
"Gravelly"|"70166710"|"18902200"
"Cobbly"|"70168317"|"18902890"
"Gravelly"|"70166711"|"18902201"
"Gravelly"|"70166362"|"18902363"
"Gravelly"|"70166364"|"18902364"
"Gravelly"|"70166208"|"18902036"
"Cobbly"|"70166414"|"18902545"
"Gravelly"|"70166367"|"18902365"
"Gravelly"|"70166210"|"18902037"
"Gravelly"|"70166211"|"18902038"
"Gravelly"|"70166553"|"18902519"
"Cobbly"|"70166601"|"18902376"
"Gravelly"|"70166213"|"18902040"
"Gravelly"|"70166557"|"18902520"
"Gravelly"|"70166369"|"18902366"
"Gravelly"|"70166212"|"18902039"
"Gravelly"|"70166391"|"18902214"
"Gravelly"|"70166392"|"18902053"
"Gravelly"|"70166393"|"18902215"
"Gravelly"|"70166579"|"18902213"
"Stony"|"70166580"|"18902052"
"Gravelly"|"70166235"|"18902372"
"Stony"|"70166739"|"18902373"
"Cobbly"|"70166417"|"18902546"
"Gravelly"|"70166560"|"18902041"
"Gravelly"|"70166562"|"18902521"
"Gravelly"|"70166718"|"18902522"
"Gravelly"|"70166719"|"18902202"
"Gravelly"|"70168173"|"18902952"
"Very gravelly"|"70167710"|"18902856"
"Cobbly"|"70166602"|"18902222"
"Cobbly"|"70166763"|"18902223"
"Cobbly"|"70166266"|"18902062"
"Cobbly"|"70166423"|"18902547"
"Gravelly"|"70167722"|"18902945"
"Cobbly"|"70168183"|"18902750"
"Gravelly"|"70168184"|"18902846"
"Cobbly"|"70168185"|"18902847"
"Very cobbly"|"70168186"|"18902848"
"Cobbly"|"70168187"|"18902849"
"Gravelly"|"70167288"|"18902751"
"Very cobbly"|"70167723"|"18902946"
"Gravelly"|"70167852"|"18902784"
"Gravelly"|"70168491"|"18902702"
"Cobbly"|"70168323"|"18902892"
"Gravelly"|"70167855"|"18902785"
"Gravelly"|"70168025"|"18902990"
"Gravelly"|"70168321"|"18902891"
"Gravelly"|"70166612"|"18902224"
"Cobbly"|"70166613"|"18902063"
"Gravelly"|"70166768"|"18902548"
"Cobbly"|"70166270"|"18902549"
"Very cobbly"|"70166769"|"18902550"
"Cobbly"|"70166271"|"18902551"
"Gravelly"|"70166427"|"18902552"
"Very cobbly"|"70166428"|"18902225"
"Gravelly"|"70166281"|"18902559"
"Gravelly"|"70166437"|"18902560"
"Gravelly"|"70166272"|"18902064"
"Cobbly"|"70166770"|"18902377"
"Gravelly"|"70166273"|"18902378"
"Cobbly"|"70166771"|"18902379"
"Very cobbly"|"70166274"|"18902380"
"Cobbly"|"70166614"|"18902065"
"Gravelly"|"70166615"|"18902226"
"Very cobbly"|"70166616"|"18902066"
"Gravelly"|"70166782"|"18902383"
"Gravelly"|"70167407"|"18902071"
"Gravelly"|"70166772"|"18902553"
"Cobbly"|"70166276"|"18902554"
"Gravelly"|"70166773"|"18902555"
"Cobbly"|"70166432"|"18902556"
"Very cobbly"|"70166433"|"18902067"
"Cobbly"|"70166434"|"18902227"
"Gravelly"|"70166435"|"18902068"
"Very cobbly"|"70166774"|"18902228"
"Gravelly"|"70166441"|"18902384"
"Gravelly"|"70166286"|"18902072"
"Cobbly"|"70167410"|"18902231"
"Gravelly"|"70167411"|"18902561"
"Gravelly"|"70166278"|"18902381"
"Cobbly"|"70166777"|"18902382"
"Gravelly"|"70166619"|"18902229"
"Cobbly"|"70166620"|"18902069"
"Very cobbly"|"70166621"|"18902230"
"Cobbly"|"70166622"|"18902070"
"Gravelly"|"70166778"|"18902557"
"Very cobbly"|"70166279"|"18902558"
"Gravelly"|"70167413"|"18902073"
"Cobbly"|"70166289"|"18902562"
"Gravelly"|"70166788"|"18902563"
"Gravelly"|"70166287"|"18902385"
"Gravelly"|"70166447"|"18902074"
"Cobbly"|"70166450"|"18902386"
"Gravelly"|"70166791"|"18902387"
"Gravelly"|"70167259"|"18902564"
"Gravelly"|"70168027"|"18902786"
"Cobbly"|"70167725"|"18902947"
"Gravelly"|"70168496"|"18902893"
"Cobbly"|"70167290"|"18902752"
"Gravelly"|"70167858"|"18902991"
"Gravelly"|"70167867"|"18902565"
"Cobbly"|"70168332"|"18902566"
"Gravelly"|"70168335"|"18902232"
"Cobbly"|"70167868"|"18902075"
"Gravelly"|"70168038"|"18902388"
"Cobbly"|"70168501"|"18902389"
"Mucky"|"70168501"|"18902390"
"Very gravelly"|"70168502"|"18902391"
"Very gravelly"|"70168503"|"18902233"
"Very gravelly"|"70168504"|"18902076"
"Very cobbly"|"70168039"|"18902234"
"Very gravelly"|"70167870"|"18902077"
"Very gravelly"|"70168040"|"18902567"
"Very gravelly"|"70167871"|"18902568"
"Very cobbly"|"70168336"|"18902569"
"Gravelly"|"70168042"|"18902392"
"Gravelly"|"70168507"|"18902235"
"Gravelly"|"70168324"|"18902703"
"Gravelly"|"70168030"|"18902787"
"Gravelly"|"70167874"|"18902570"
"Gravelly"|"70168044"|"18902571"
"Gravelly"|"70168051"|"18902573"
"Gravelly"|"70168519"|"18902238"
"Gravelly"|"70168046"|"18902393"
"Gravelly"|"70168513"|"18902236"
"Gravelly"|"70167883"|"18902079"
"Gravelly"|"70168053"|"18902239"
"Gravelly"|"70168339"|"18902237"
"Gravelly"|"70168342"|"18902394"
"Cobbly"|"70168061"|"18902575"
"Gravelly"|"70167896"|"18902084"
"Gravelly"|"70168060"|"18902242"
"Cobbly"|"70168525"|"18902083"
"Gravelly"|"70168528"|"18902574"
"Gravelly"|"70168522"|"18902080"
"Gravelly"|"70168054"|"18902395"
"Gravelly"|"70167887"|"18902240"
"Gravelly"|"70168343"|"18902081"
"Gravelly"|"70168345"|"18902396"
"Gravelly"|"70168057"|"18902241"
"Gravelly"|"70168346"|"18902397"
"Gravelly"|"70167891"|"18902082"
"Gravelly"|"70168349"|"18902398"
"Gravelly"|"70168352"|"18902399"
"Gravelly"|"70168070"|"18902402"
"Gravelly"|"70168362"|"18902244"
"Gravelly"|"70167904"|"18902403"
