0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297773"|"2371457"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297774"|"2371458"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297781"|"2371459"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297782"|"2371460"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297783"|"2371461"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297793"|"2371462"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297795"|"2371463"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297802"|"2371464"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297803"|"2371465"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297819"|"2371466"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297820"|"2371467"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297822"|"2371468"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297823"|"2371469"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"12297834"|"2371470"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297838"|"2371471"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297839"|"2371472"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297850"|"2371473"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297851"|"2371474"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297866"|"2371475"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297867"|"2371476"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297871"|"2371477"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297872"|"2371478"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297880"|"2371479"
0.1|1.6|3|||||600|1800|3000|"Nonflat"|||"12297881"|"2371480"
