"H4"||"H"||4||23|||43|||||0|0|0|0|0|0|95|100|100|92|100|100|45|60|80|5|20|35|70|78.5|100||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||0.2|1|3||||1.1|1.28|1.45|||||1.34|||42|92|141|0.03|0.07|0.1||18.9|||13.2|||4.1|||49||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0||||0.1|3.3|8.5||||4.5|5.2|6|||||||||||||||||||||||||||||||||"12297348"|"35124859"
"C"||"C"||||81|||183|||||0|0|0|0|0|1|85|92|100|70|90|100|40|55|80|5|5|30|86|91.6|100||18|||30.3|||22.2|||15.5|||5.6||0|6.4|14|||||||0|2|10||||0|0|0.2||||1.2|1.35|1.5|||||1.42|||141|200|705|0.03|0.04|0.04||9.8|||5.7|||1|||44||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0||||0|0.7|3||||4.5|5.4|6.5|||||||||||||||||||||||||||||||||"12297348"|"35124860"
"Oe"||"O"||||0|||5|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|80|95|100|70|79|91|||||||||||||||||30|||||||||10|||||35|90|100||||0.1|0.3|0.4|||||||1.5|1.4|22|42|0.2|0.35|0.5||||40|80|100|5|30|50||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0||||12.9|34.8|81.5||||3.5|4.6|6|3.5|4.1|5.5||||||||||||||||||||||||||||||"12297348"|"35124861"
"H4"||"H"||4||23|||43|||||0|0|0|0|0|0|95|100|100|92|100|100|45|60|80|5|20|35|70|78.5|100||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||0.2|1|3||||1.1|1.28|1.45|||||1.34|||42|92|141|0.03|0.07|0.1||18.9|||13.2|||4.1|||49||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0||||0.1|3.3|8.5||||4.5|5.2|6|||||||||||||||||||||||||||||||||"12297354"|"35124862"
"BC"||"BC"||||43|||81|||||0|0|0|0|0|1|85|100|100|70|95|100|40|55|80|5|5|30|86|96.5|100||0.7|||13.2|||37.4|||38|||7.2||0|1.5|14|||||||0|2|10||||0|0|0.2||||1.2|1.35|1.5|||||1.41|||141|180|705|0.03|0.05|0.1||10.4|||6.1|||1.2|||45||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".05"|".05"|0|0|0|0|0|0|0|0|0|0|0|0||||0|0.4|3||||4.5|5.2|6|||||||||||||||||||||||||||||||||"12297354"|"35124863"
"C"||"C"||||81|||183|||||0|0|0|0|0|1|85|92|100|70|90|100|40|55|80|5|5|30|86|91.6|100||18|||30.3|||22.2|||15.5|||5.6||0|6.4|14|||||||0|2|10||||0|0|0.2||||1.2|1.35|1.5|||||1.42|||141|200|705|0.03|0.04|0.04||9.8|||5.7|||1|||44||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0||||0|0.7|3||||4.5|5.4|6.5|||||||||||||||||||||||||||||||||"12297354"|"35124864"
"Oe"||"O"||||0|||5|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|80|95|100|70|79|91|||||||||||||||||30|||||||||10|||||35|90|100||||0.1|0.3|0.4|||||||1.5|1.4|22|42|0.2|0.35|0.5||||40|80|100|5|30|50||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0||||12.9|34.8|81.5||||3.5|4.6|6|3.5|4.1|5.5||||||||||||||||||||||||||||||"12297354"|"35124865"
"E"||"E"||||5|||8|||||0|0|0|0|0|0|95|100|100|92|100|100|45|65|80|5|20|35|70|78.5|91||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||0|1|4||||1|1.15|1.3|||||1.2|||42|92|141|0.06|0.09|0.12||18.3|||12.5|||3.7|||53||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0||||0|2.9|15.9||||3.6|4.8|6|||||||||||||||||||||||||||||||||"12297354"|"35124866"
"H3"||"H"||3||8|||23|||||0|0|0|0|0|0|95|100|100|92|100|100|45|65|80|5|20|35|70|78.5|100||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||1|2|5||||1|1.15|1.3|||||1.2|||42|92|141|0.08|0.12|0.16||19.7|||14.1|||4.8|||53||0|1.5|2.9|15|17.5|20|0|2|4|0|0|0|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0||||0.2|4.2|10.1||||4.5|5|6|||||||||||||||||||||||||||||||||"12297354"|"35124867"
"H3"||"H"||3||13|||20|||||0|0|0|0|0|0|100|100|100|92|100|100|50|65|80|5|25|45|70|78.5|91||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||1|2|4||||1.2|1.35|1.5|||||1.41|||42|92|141|0.05|0.07|0.09||20.7|||15.2|||5.7|||46||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0||||0.2|4.2|9.3||||3.5|4.6|5.5|||||||||||||||||||||||||||||||||"12297362"|"35124868"
"H4"||"H"||4||20|||48|||||0|0|0|0|0|0|95|100|100|90|100|100|45|55|75|5|20|35|70|78.6|100||0|||1.9|||12.8|||39|||24.9||0|16.4|29|||||||0|5|15||||1|1.5|2||||1.2|1.35|1.5|||||1.41|||42|92|141|0.06|0.07|0.08||20|||14.4|||5|||46||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0||||0.2|3.8|7.6||||3.5|4.8|5.5|||||||||||||||||||||||||||||||||"12297362"|"35124869"
"H5"||"H"||5||48|||183|||||0|0|0|0|0|0|95|100|100|90|100|100|45|50|75|5|15|35|70|96.5|100||0.7|||13.2|||37.4|||38|||7.2||0|1.5|29|||||||0|2|15||||0|0.5|1||||1.45|1.55|1.65|||||1.62|||42|92|141|0.04|0.05|0.06||12.4|||8.1|||2.1|||39||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".05"|".05"|0|0|0|0|0|0|0|0|0|0|0|0||||0|0.7|6.5||||4.5|5|6.5|||||||||||||||||||||||||||||||||"12297362"|"35124870"
"Oa"||"O"||1||0|||3|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|80|95|100|70|79|91|||||||||||||||||30|||||||||10|||||35|90|100||||0.1|0.25|0.4|||||||1.5|1.4|22|42|0.2|0.4|0.65||||40|80|100|5|30|50||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0||||12.9|34.8|61.7||||3.5|4.6|5.5|3.5|4.1|5||||||||||||||||||||||||||||||"12297362"|"35124871"
"H2"||"H"||2||3|||13|||||0|0|0|0|0|0|100|100|100|92|100|100|50|65|80|5|25|45|70|78.6|91||0|||1.9|||12.8|||39|||24.9||0|16.4|29|||||||0|5|15||||2|5|9||||1.2|1.35|1.5|||||1.41|||42|92|141|0.05|0.07|0.09||24|||19.3|||9.6|||44||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0||||0.4|6.3|12.7||||3.5|4.6|5.5|||||||||||||||||||||||||||||||||"12297362"|"35124872"
"E"||"E"||3||8|||18|||||0|0|0|0|0|0|97|100|100|92|100|100|45|65|80|5|25|35|70|78.5|100||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||1|3|5||||1.1|1.3|1.5|||||1.36|||42|92|141|0.05|0.07|0.09||21.7|||16.4|||6.7|||47||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0||||0|4.1|17.2||||3.5|4.4|6|||||||||||||||||||||||||||||||||"12297363"|"35124873"
"H3"||"H"||4||18|||81|||||0|0|0|0|0|0|92|100|100|75|100|100|45|65|80|5|20|35|70|78.5|100||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||0|0.5|1||||1.2|1.35|1.5|||||1.41|||141|200|705|0.03|0.05|0.07||18.3|||12.5|||3.7|||46||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0||||0|2.8|6.5||||4.5|5.2|6|||||||||||||||||||||||||||||||||"12297363"|"35124874"
"H4"||"H"||5||81|||183|||||0|0|0|0|0|0|85|100|100|75|100|100|45|60|80|5|20|35|70|78.5|100||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||0|0.5|1||||1.2|1.35|1.5|||||1.41|||141|200|705|0.03|0.05|0.06||18.3|||12.5|||3.7|||46||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0||||0|2.8|6.5||||4.5|5.2|6|||||||||||||||||||||||||||||||||"12297363"|"35124875"
"Oa"||"O"||1||0|||5|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|80|95|100|70|80|90|||||||||||||||||30|||||||||10|||||50|90|100||||0.1|0.25|0.4|||||||1.5|1.4|21.7|42|0.2|0.4|0.65||||40|80|100|5|30|50||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0||||6.4|27.8|81.5||||3.5|4.2|6|1.8|3.7|5.5||||||||||||||||||||||||||||||"12297363"|"35124876"
"A"||"A"||2||5|||8|||||0|0|0|0|0|0|97|100|100|92|100|100|45|65|80|5|25|35|70|78.6|91||0|||1.9|||12.8|||39|||24.9||0|16.4|29|||||||0|5|15||||2|6|9||||1.1|1.3|1.5|||||1.36|||42|92|141|0.05|0.07|0.09||24.6|||20.1|||10.5|||46||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0||||0.4|6.9|12.7||||3.5|4.4|6|||||||||||||||||||||||||||||||||"12297363"|"35124877"
"Oa"||"O"||2||3|||23|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|85|95|100|10|80|100|||||||||||||||||30|||||||||10|||||50|90|100||||0.1|0.25|0.4|||||||1.5|1.4|22|42|0.2|0.5|0.65||||40|80|100|5|30|50||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|85.9|151.2|172.5|||||||4.5|5.6|6.5|3.5|5.1|6||||||||||||||||||||||||||||||"12297377"|"35124878"
"H3"||"H"||3||23|||43|||||0|0|0|0|0|0|85|100|100|75|100|100|35|60|80|5|25|35|70|78.5|100||3.2|||12.4|||20.6|||27.1|||15.2||0|16.5|29|||||||0|5|15||||0|0.25|0.5||||1.35|1.45|1.55|||||1.52|||42|92|705|0.01|0.05|0.09||18.2|||12.4|||3.6|||43||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|0|3.5|9.2|||||||4.5|6.2|6.5|||||||||||||||||||||||||||||||||"12297377"|"35124879"
"H4"||"H"||4||43|||183|||||0|0|0|0|0|0|65|98|100|40|92|100|20|55|80|2|15|35|86|91.6|100||18|||30.3|||22.2|||15.5|||5.6||0|6.4|14|||||||0|2|10||||0|0|0.5||||1.35|1.45|1.55|||||1.52|||42|200|705|0.01|0.05|0.09||10.1|||6|||1.1|||41||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0|0|0|1.2|6.7|||||||4.5|6.4|6.5|||||||||||||||||||||||||||||||||"12297377"|"35124880"
"Oi"||"O"||1||0|||3|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|85|95|100|10|70|100|||||||||||||||||30|||||||||10|||||50|90|100||||0.1|0.2|0.35|||||||1.5|1.4|22|42|0.2|0.35|0.5||||40|80|100|5|30|50||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0||||16.5|43.4|107.7||||4.5|5|6.5|3.5|4.5|6||||||||||||||||||||||||||||||"12297377"|"35124881"
