0|15|30|183|183|183|"Wet"|"128696737"|"78229360"
0|0|0|0|15|30||"128696736"|"78229675"
0|15|30|183|183|183|"Wet"|"128696736"|"78229676"
0|0|0|0|15|30||"128696734"|"78229273"
0|15|30|183|183|183|"Wet"|"128696734"|"78229274"
0|0|30|183|183|183|"Wet"|"128696733"|"78229271"
0|0|0|0|0|30||"128696733"|"78229272"
0|0|0|183|183|183|"Wet"|"128696732"|"78229649"
0|0|0|183|183|183|"Wet"|"128696731"|"78229343"
0|0|0|183|183|183|"Wet"|"128696730"|"78229468"
0|0|0|183|183|183|"Wet"|"128696729"|"78229467"
0|0|0|183|183|183|"Wet"|"128696728"|"78229466"
0|0|0|183|183|183|"Wet"|"128696727"|"78229745"
0|0|0|0|10|30||"128696726"|"78229749"
0|10|30|183|183|183|"Wet"|"128696726"|"78229750"
0|0|0|0|15|30||"128696725"|"78230043"
0|15|30|183|183|183|"Wet"|"128696725"|"78230044"
0|0|0|0|15|30||"128696724"|"78229747"
0|15|30|183|183|183|"Wet"|"128696724"|"78229748"
0|0|0|0|15|30||"128696723"|"78230041"
0|15|30|183|183|183|"Wet"|"128696723"|"78230042"
0|0|0|0|15|30||"128696721"|"78229541"
0|15|30|183|183|183|"Wet"|"128696721"|"78229542"
0|15|30|183|183|183|"Wet"|"128696720"|"78229539"
0|0|0|0|15|30||"128696720"|"78229540"
0|0|0|183|183|183|"Wet"|"128696719"|"78229538"
0|0|0|183|183|183|"Wet"|"128696718"|"78230040"
0|0|0|183|183|183|"Wet"|"128696717"|"78229746"
0|0|0|183|183|183|"Wet"|"128696716"|"78230039"
0|0|0|46|48|61||"128696713"|"78229777"
46|48|61|183|183|183|"Wet"|"128696713"|"78229778"
0|0|0|46|48|61||"128696712"|"78230073"
46|48|61|183|183|183|"Wet"|"128696712"|"78230074"
0|0|0|46|48|61||"128696711"|"78229953"
46|48|61|183|183|183|"Wet"|"128696711"|"78229954"
0|0|0|46|48|61||"128696708"|"78229951"
46|48|61|183|183|183|"Wet"|"128696708"|"78229952"
0|0|0|46|48|61||"128696707"|"78230071"
46|48|61|183|183|183|"Wet"|"128696707"|"78230072"
0|0|0|46|48|61||"128696706"|"78229775"
46|48|61|183|183|183|"Wet"|"128696706"|"78229776"
0|0|0|46|48|61||"128696704"|"78229773"
46|48|61|183|183|183|"Wet"|"128696704"|"78229774"
0|0|0|15|30|46||"128696701"|"78229559"
15|30|46|183|183|183|"Wet"|"128696701"|"78229560"
0|0|0|15|30|46||"128696700"|"78229557"
15|30|46|183|183|183|"Wet"|"128696700"|"78229558"
0|0|0|15|25|46||"128696699"|"78229771"
15|25|46|183|183|183|"Wet"|"128696699"|"78229772"
0|0|0|15|25|46||"128696696"|"78230069"
15|25|46|183|183|183|"Wet"|"128696696"|"78230070"
0|0|0|15|25|46||"128696695"|"78229769"
15|25|46|183|183|183|"Wet"|"128696695"|"78229770"
0|0|0|15|25|46||"128696694"|"78229949"
15|25|46|183|183|183|"Wet"|"128696694"|"78229950"
0|0|0|15|30|46||"128696692"|"78229947"
15|30|46|183|183|183|"Wet"|"128696692"|"78229948"
0|0|0|0|7|30||"128696643"|"78229448"
0|7|30|183|183|183|"Wet"|"128696643"|"78229449"
0|0|0|0|15|30||"128696642"|"78229446"
0|15|30|183|183|183|"Wet"|"128696642"|"78229447"
0|0|0|0|15|30||"128696641"|"78229628"
0|15|30|183|183|183|"Wet"|"128696641"|"78229629"
0|7|30|183|183|183|"Wet"|"128696637"|"78229228"
0|0|0|0|7|30||"128696637"|"78229229"
0|0|0|183|183|183|"Wet"|"128696636"|"78229227"
0|0|0|183|183|183|"Wet"|"128696635"|"78229226"
0|0|0|183|183|183|"Wet"|"128696634"|"78229627"
0|0|0|183|183|183|"Wet"|"128696633"|"78229328"
0|0|0|183|183|183|"Wet"|"128696632"|"78229626"
0|0|0|0|15|46||"128696631"|"78230037"
0|15|46|183|183|183|"Wet"|"128696631"|"78230038"
0|0|0|0|15|46||"128696630"|"78229743"
0|15|46|183|183|183|"Wet"|"128696630"|"78229744"
0|0|0|0|15|46||"128696624"|"78230035"
0|15|46|183|183|183|"Wet"|"128696624"|"78230036"
0|0|0|0|0|46||"128696623"|"78229741"
0|0|46|183|183|183|"Wet"|"128696623"|"78229742"
0|0|0|0|0|46||"128696622"|"78230033"
0|0|46|183|183|183|"Wet"|"128696622"|"78230034"
0|0|0|0|15|46||"128696621"|"78229536"
0|15|46|183|183|183|"Wet"|"128696621"|"78229537"
0|0|0|0|15|46||"128696620"|"78229534"
0|15|46|183|183|183|"Wet"|"128696620"|"78229535"
0|0|0|0|15|30||"128696619"|"78230031"
0|15|30|183|183|183|"Wet"|"128696619"|"78230032"
0|0|0|0|15|30||"128696618"|"78229739"
0|15|30|183|183|183|"Wet"|"128696618"|"78229740"
0|0|0|0|15|30||"128696617"|"78229937"
0|15|30|183|183|183|"Wet"|"128696617"|"78229938"
0|15|30|183|183|183|"Wet"|"128696613"|"78229935"
0|0|0|0|15|30||"128696613"|"78229936"
0|0|0|75|75|91|"Moist"|"128698766"|"78229983"
75|75|91|75|84|91|"Wet"|"128698766"|"78229984"
75|84|91|200|200|200|"Moist"|"128698766"|"78229985"
0|0|0|75|75|91|"Moist"|"128698767"|"78229986"
75|75|91|75|84|91|"Wet"|"128698767"|"78229987"
75|84|91|200|200|200|"Moist"|"128698767"|"78229988"
0|0|0|183|183|183|"Wet"|"128696612"|"78230030"
0|0|0|183|183|183|"Wet"|"128696611"|"78229738"
0|0|0|183|183|183|"Wet"|"128696610"|"78230029"
0|0|0|183|183|183|"Wet"|"128696609"|"78229737"
0|0|0|183|183|183|"Wet"|"128696608"|"78229533"
0|0|0|0|15|46||"128696605"|"78230067"
0|15|46|183|183|183|"Wet"|"128696605"|"78230068"
0|0|0|0|15|46||"128696604"|"78229767"
0|15|46|183|183|183|"Wet"|"128696604"|"78229768"
0|0|0|0|0|46||"128696603"|"78230065"
0|0|46|183|183|183|"Wet"|"128696603"|"78230066"
0|0|0|0|15|46||"128696600"|"78229555"
0|15|46|183|183|183|"Wet"|"128696600"|"78229556"
0|0|0|0|15|46||"128696599"|"78229553"
0|15|46|183|183|183|"Wet"|"128696599"|"78229554"
0|0|0|0|15|46||"128696598"|"78230063"
0|15|46|183|183|183|"Wet"|"128696598"|"78230064"
0|0|0|0|0|46||"128696596"|"78230061"
0|0|46|183|183|183|"Wet"|"128696596"|"78230062"
0|0|0|0|15|30||"128696583"|"78230393"
0|15|30|183|183|183|"Wet"|"128696583"|"78230394"
0|0|0|0|15|30||"128696582"|"78230197"
0|15|30|183|183|183|"Wet"|"128696582"|"78230198"
0|0|0|0|15|30||"128696581"|"78229884"
0|15|30|183|183|183|"Wet"|"128696581"|"78229885"
0|0|0|0|15|30||"128696577"|"78230195"
0|15|30|183|183|183|"Wet"|"128696577"|"78230196"
0|0|0|183|183|183|"Wet"|"128696576"|"78230392"
0|0|0|183|183|183|"Wet"|"128696575"|"78230194"
0|0|0|183|183|183|"Wet"|"128696574"|"78230391"
0|0|0|183|183|183|"Wet"|"128696573"|"78230266"
0|0|0|183|183|183|"Wet"|"128696572"|"78230265"
0|0|0|0|15|30||"128696571"|"78229269"
0|15|30|183|183|183|"Wet"|"128696571"|"78229270"
0|0|0|0|15|30||"128696570"|"78229673"
0|15|30|183|183|183|"Wet"|"128696570"|"78229674"
0|0|0|0|15|30||"128696569"|"78229357"
0|15|30|183|183|183|"Wet"|"128696569"|"78229358"
0|0|0|183|183|183|"Wet"|"128696565"|"78229482"
0|0|0|183|183|183|"Wet"|"128696564"|"78229481"
0|15|30|183|183|183|"Wet"|"128696563"|"78229669"
0|0|0|0|15|30||"128696563"|"78229670"
0|0|0|183|183|183|"Wet"|"128696562"|"78229356"
0|0|0|183|183|183|"Wet"|"128696561"|"78229268"
0|0|0|183|183|183|"Wet"|"128696560"|"78229267"
0|0|0|0|7|30||"128696559"|"78229479"
0|7|30|183|183|183|"Wet"|"128696559"|"78229480"
0|0|0|0|15|30||"128696558"|"78229477"
0|15|30|183|183|183|"Wet"|"128696558"|"78229478"
0|0|0|0|15|30||"128696557"|"78229671"
0|15|30|183|183|183|"Wet"|"128696557"|"78229672"
0|7|30|183|183|183|"Wet"|"128696553"|"78229354"
0|0|0|0|7|30||"128696553"|"78229355"
0|0|0|183|183|183|"Wet"|"128696552"|"78229668"
0|0|0|183|183|183|"Wet"|"128696551"|"78229353"
0|0|0|183|183|183|"Wet"|"128696550"|"78229667"
0|0|0|183|183|183|"Wet"|"128696549"|"78229476"
0|0|0|183|183|183|"Wet"|"128696548"|"78229475"
0|0|0|61|65|91||"128697091"|"78229734"
61|65|91|61|66|91|"Wet"|"128697091"|"78229735"
61|66|91|183|183|183||"128697091"|"78229736"
0|0|0|61|65|91||"128697090"|"78229530"
61|65|91|61|66|91|"Wet"|"128697090"|"78229531"
61|66|91|183|183|183||"128697090"|"78229532"
0|0|0|15|30|46||"128697087"|"78229256"
15|30|46|38|66|97|"Wet"|"128697087"|"78229257"
38|66|97|183|183|183||"128697087"|"78229258"
0|0|0|15|30|46||"128697086"|"78229253"
15|30|46|38|66|97|"Wet"|"128697086"|"78229254"
38|66|97|183|183|183||"128697086"|"78229255"
0|0|0|15|30|46||"128697085"|"78229250"
15|30|46|38|66|97|"Wet"|"128697085"|"78229251"
38|66|97|183|183|183||"128697085"|"78229252"
0|0|0|15|30|46||"128697084"|"78229338"
15|30|46|38|66|97|"Wet"|"128697084"|"78229339"
38|66|97|183|183|183||"128697084"|"78229340"
0|0|0|15|30|46||"128697080"|"78229461"
15|30|46|38|66|97|"Wet"|"128697080"|"78229462"
38|66|97|183|183|183||"128697080"|"78229463"
0|0|0|15|30|46||"128697079"|"78229458"
15|30|46|38|66|97|"Wet"|"128697079"|"78229459"
38|66|97|183|183|183||"128697079"|"78229460"
0|0|0|15|30|46||"128697078"|"78229455"
15|30|46|38|66|97|"Wet"|"128697078"|"78229456"
38|66|97|183|183|183||"128697078"|"78229457"
0|0|0|15|30|46||"128697077"|"78229452"
15|30|46|38|66|97|"Wet"|"128697077"|"78229453"
38|66|97|183|183|183||"128697077"|"78229454"
0|0|0|15|30|46||"128697076"|"78229646"
15|30|46|38|66|97|"Wet"|"128697076"|"78229647"
38|66|97|183|183|183||"128697076"|"78229648"
0|0|0|15|30|46||"128697112"|"78229275"
15|30|46|38|66|97|"Wet"|"128697112"|"78229276"
38|66|97|183|183|183||"128697112"|"78229277"
0|0|0|15|30|46||"128697113"|"78229278"
15|30|46|38|66|97|"Wet"|"128697113"|"78229279"
38|66|97|183|183|183||"128697113"|"78229280"
0|0|0|15|30|46||"128697114"|"78229281"
15|30|46|38|66|97|"Wet"|"128697114"|"78229282"
38|66|97|183|183|183||"128697114"|"78229283"
0|0|0|15|30|46||"128697115"|"78229284"
15|30|46|38|66|97|"Wet"|"128697115"|"78229285"
38|66|97|183|183|183||"128697115"|"78229286"
0|0|0|15|30|46||"128697116"|"78229679"
15|30|46|38|66|97|"Wet"|"128697116"|"78229680"
38|66|97|183|183|183||"128697116"|"78229681"
0|0|0|15|30|46||"128697120"|"78229483"
15|30|46|38|66|97|"Wet"|"128697120"|"78229484"
38|66|97|183|183|183||"128697120"|"78229485"
0|0|0|15|30|46||"128697121"|"78229486"
15|30|46|38|66|97|"Wet"|"128697121"|"78229487"
38|66|97|183|183|183||"128697121"|"78229488"
0|0|0|15|30|46||"128697122"|"78229489"
15|30|46|38|66|97|"Wet"|"128697122"|"78229490"
38|66|97|183|183|183||"128697122"|"78229491"
0|0|0|15|30|46||"128697123"|"78229492"
15|30|46|38|66|97|"Wet"|"128697123"|"78229493"
38|66|97|183|183|183||"128697123"|"78229494"
0|0|0|0|0|30||"128697124"|"78229495"
0|0|30|183|183|183|"Wet"|"128697124"|"78229496"
0|0|0|0|0|30||"128697125"|"78229682"
0|0|30|183|183|183|"Wet"|"128697125"|"78229683"
0|0|0|0|0|30||"128697126"|"78229363"
0|0|30|183|183|183|"Wet"|"128697126"|"78229364"
0|0|0|0|0|30||"128697127"|"78229684"
0|0|30|183|183|183|"Wet"|"128697127"|"78229685"
0|0|0|0|15|30||"128697128"|"78229365"
0|15|30|183|183|183|"Wet"|"128697128"|"78229366"
0|0|0|0|15|30||"128697134"|"78229686"
0|15|30|183|183|183|"Wet"|"128697134"|"78229687"
0|0|0|0|15|30||"128697135"|"78229367"
0|15|30|183|183|183|"Wet"|"128697135"|"78229368"
0|0|0|183|183|183|"Wet"|"128697136"|"78229967"
0|0|0|0|7|15||"128697138"|"78230083"
0|7|15|183|183|183|"Wet"|"128697138"|"78230084"
0|0|0|183|183|183|"Wet"|"128697139"|"78229793"
0|0|0|183|183|183|"Wet"|"128697140"|"78230085"
0|0|0|0|7|15||"128697142"|"78229569"
0|7|15|183|183|183|"Wet"|"128697142"|"78229570"
0|0|0|183|183|183|"Wet"|"128697143"|"78229571"
0|0|0|183|183|183|"Wet"|"128697144"|"78229572"
0|0|0|0|7|15||"128697145"|"78229573"
0|7|15|183|183|183|"Wet"|"128697145"|"78229574"
0|0|0|75|75|91|"Moist"|"128698624"|"78229849"
75|75|91|75|84|91|"Wet"|"128698624"|"78229850"
75|84|91|200|200|200|"Moist"|"128698624"|"78229851"
0|0|0|75|75|91|"Moist"|"128698625"|"78229852"
75|75|91|75|84|91|"Wet"|"128698625"|"78229853"
75|84|91|200|200|200|"Moist"|"128698625"|"78229854"
46|52|76|51|86|97|"Wet"|"128698636"|"78229858"
51|86|97|200|200|200|"Moist"|"128698636"|"78229859"
0|0|0|46|52|76|"Moist"|"128698636"|"78229860"
0|0|0|46|52|76|"Moist"|"128698638"|"78230366"
46|52|76|51|86|97|"Wet"|"128698638"|"78230367"
51|86|97|200|200|200|"Moist"|"128698638"|"78230368"
46|52|76|51|86|97|"Wet"|"128698639"|"78230178"
51|86|97|200|200|200|"Moist"|"128698639"|"78230179"
0|0|0|46|52|76|"Moist"|"128698639"|"78230180"
46|52|76|51|86|97|"Wet"|"128698642"|"78230172"
51|86|97|200|200|200|"Moist"|"128698642"|"78230173"
0|0|0|46|52|76|"Moist"|"128698642"|"78230174"
0|0|0|46|52|76|"Moist"|"128698643"|"78230363"
46|52|76|51|86|97|"Wet"|"128698643"|"78230364"
51|86|97|200|200|200|"Moist"|"128698643"|"78230365"
46|52|76|51|86|97|"Wet"|"128698644"|"78230175"
51|86|97|200|200|200|"Moist"|"128698644"|"78230176"
0|0|0|46|56|76|"Moist"|"128698644"|"78230177"
0|0|0|46|52|76|"Moist"|"128698646"|"78229855"
46|52|76|51|86|97|"Wet"|"128698646"|"78229856"
51|86|97|200|200|200|"Moist"|"128698646"|"78229857"
0|0|0|0|0|30||"128698648"|"78230181"
0|0|30|183|183|183|"Wet"|"128698648"|"78230182"
0|0|30|183|183|183|"Wet"|"128698649"|"78230369"
0|0|0|0|0|30||"128698649"|"78230370"
0|0|0|0|0|30||"128698650"|"78229861"
0|0|30|183|183|183|"Wet"|"128698650"|"78229862"
0|0|0|0|0|30||"128698651"|"78229863"
0|0|30|183|183|183|"Wet"|"128698651"|"78229864"
0|0|30|183|183|183|"Wet"|"128698652"|"78229865"
0|0|0|0|0|30||"128698652"|"78229866"
0|0|30|183|183|183|"Wet"|"128698653"|"78229867"
0|0|0|0|0|30||"128698653"|"78229868"
0|0|0|0|0|30||"128698654"|"78230249"
0|0|30|183|183|183|"Wet"|"128698654"|"78230250"
0|0|0|0|0|30||"128698655"|"78230251"
0|0|30|183|183|183|"Wet"|"128698655"|"78230252"
0|0|30|183|183|183|"Wet"|"128698656"|"78230253"
0|0|0|0|0|30||"128698656"|"78230254"
0|0|0|0|0|30||"128698657"|"78230255"
0|0|30|183|183|183|"Wet"|"128698657"|"78230256"
0|0|0|15|20|46||"128698660"|"78230371"
15|20|46|51|66|97|"Wet"|"128698660"|"78230372"
51|66|97|183|183|183||"128698660"|"78230373"
15|20|46|51|66|97|"Wet"|"128698661"|"78230183"
51|66|97|183|183|183||"128698661"|"78230184"
0|0|0|15|20|46||"128698661"|"78230185"
15|30|46|51|66|97|"Wet"|"128698662"|"78230374"
51|66|97|183|183|183||"128698662"|"78230375"
0|0|0|15|30|46||"128698662"|"78230376"
15|30|46|51|66|97|"Wet"|"128698667"|"78230257"
51|66|97|183|183|183||"128698667"|"78230258"
0|0|0|15|30|46||"128698667"|"78230259"
15|20|46|51|66|97|"Wet"|"128698668"|"78230260"
51|66|97|183|183|183||"128698668"|"78230261"
0|0|0|15|20|46||"128698668"|"78230262"
15|20|46|51|66|97|"Wet"|"128698669"|"78230377"
51|66|97|183|183|183||"128698669"|"78230378"
0|0|0|15|20|46||"128698669"|"78230379"
15|20|46|51|66|97|"Wet"|"128698670"|"78230186"
51|66|97|183|183|183||"128698670"|"78230187"
0|0|0|15|20|46||"128698670"|"78230188"
51|66|97|183|183|183||"128698671"|"78230380"
15|20|46|51|66|97|"Wet"|"128698671"|"78230381"
0|0|0|15|20|46||"128698671"|"78230382"
0|0|0|75|75|91|"Moist"|"128698394"|"78229974"
75|75|91|75|84|91|"Wet"|"128698394"|"78229975"
75|84|91|200|200|200|"Moist"|"128698394"|"78229976"
0|0|0|75|75|91|"Moist"|"128698395"|"78229977"
75|75|91|75|84|91|"Wet"|"128698395"|"78229978"
75|84|91|200|200|200|"Moist"|"128698395"|"78229979"
0|0|0|46|52|76|"Moist"|"128698396"|"78229980"
46|52|76|51|86|97|"Wet"|"128698396"|"78229981"
51|86|97|200|200|200|"Moist"|"128698396"|"78229982"
0|0|0|46|52|76|"Moist"|"128698397"|"78230115"
46|52|76|51|86|97|"Wet"|"128698397"|"78230116"
51|86|97|200|200|200|"Moist"|"128698397"|"78230117"
0|0|0|46|56|76|"Moist"|"128698398"|"78229815"
46|52|76|51|86|97|"Wet"|"128698398"|"78229816"
51|86|97|200|200|200|"Moist"|"128698398"|"78229817"
0|0|0|46|52|76|"Moist"|"128698400"|"78229818"
46|52|76|51|86|97|"Wet"|"128698400"|"78229819"
51|86|97|200|200|200|"Moist"|"128698400"|"78229820"
0|0|0|46|52|76|"Moist"|"128698402"|"78229590"
46|52|76|51|86|97|"Wet"|"128698402"|"78229591"
51|86|97|200|200|200|"Moist"|"128698402"|"78229592"
0|0|0|46|52|76|"Moist"|"128698404"|"78229593"
46|52|76|51|86|97|"Wet"|"128698404"|"78229594"
51|86|97|200|200|200|"Moist"|"128698404"|"78229595"
0|0|0|46|52|76|"Moist"|"128698405"|"78229821"
46|52|76|51|86|97|"Wet"|"128698405"|"78229822"
51|86|97|200|200|200|"Moist"|"128698405"|"78229823"
51|66|97|183|183|183||"128698432"|"78229824"
0|0|0|15|20|46||"128698432"|"78229825"
15|20|46|51|66|97|"Wet"|"128698432"|"78229826"
51|66|97|183|183|183||"128698435"|"78229596"
0|0|0|15|30|46||"128698435"|"78229597"
15|30|46|51|66|97|"Wet"|"128698435"|"78229598"
51|66|97|183|183|183||"128698436"|"78229599"
0|0|0|15|20|46||"128698436"|"78229600"
15|20|46|51|66|97|"Wet"|"128698436"|"78229601"
51|66|97|183|183|183||"128698437"|"78229602"
0|0|0|15|20|46||"128698437"|"78229603"
15|20|46|51|66|97|"Wet"|"128698437"|"78229604"
51|66|97|183|183|183||"128698438"|"78229605"
0|0|0|15|30|46||"128698438"|"78229606"
15|30|46|51|66|97|"Wet"|"128698438"|"78229607"
51|66|97|183|183|183||"128698440"|"78230118"
0|0|0|15|20|46||"128698440"|"78230119"
15|20|46|51|66|97|"Wet"|"128698440"|"78230120"
0|0|0|15|20|46||"128698441"|"78229827"
51|66|97|183|183|183||"128698441"|"78229828"
15|20|46|51|66|97|"Wet"|"128698441"|"78229829"
51|66|97|183|183|183||"128698442"|"78230427"
15|20|46|51|66|97|"Wet"|"128698442"|"78230428"
0|0|0|15|20|46||"128698442"|"78230429"
0|0|0|75|75|91|"Moist"|"128698238"|"78230013"
75|75|91|75|84|91|"Wet"|"128698238"|"78230014"
75|84|91|200|200|200|"Moist"|"128698238"|"78230015"
0|0|0|75|75|91|"Moist"|"128698239"|"78230016"
75|75|91|75|84|91|"Wet"|"128698239"|"78230017"
75|84|91|200|200|200|"Moist"|"128698239"|"78230018"
0|0|0|46|52|76|"Moist"|"128698240"|"78229620"
46|52|76|51|86|97|"Wet"|"128698240"|"78229621"
51|86|97|200|200|200|"Moist"|"128698240"|"78229622"
0|0|0|46|52|76|"Moist"|"128698242"|"78230154"
46|52|76|51|86|97|"Wet"|"128698242"|"78230155"
51|86|97|200|200|200|"Moist"|"128698242"|"78230156"
0|0|0|46|52|76|"Moist"|"128698243"|"78230348"
46|52|76|51|86|97|"Wet"|"128698243"|"78230349"
51|86|97|200|200|200|"Moist"|"128698243"|"78230350"
0|0|0|46|52|76|"Moist"|"128698246"|"78230342"
46|52|76|51|86|97|"Wet"|"128698246"|"78230343"
51|86|97|200|200|200|"Moist"|"128698246"|"78230344"
0|0|0|46|52|76|"Moist"|"128698247"|"78230151"
46|52|76|51|86|97|"Wet"|"128698247"|"78230152"
51|86|97|200|200|200|"Moist"|"128698247"|"78230153"
0|0|0|46|56|76|"Moist"|"128698248"|"78230345"
46|52|76|51|86|97|"Wet"|"128698248"|"78230346"
51|86|97|200|200|200|"Moist"|"128698248"|"78230347"
0|0|0|46|52|76|"Moist"|"128698250"|"78229617"
46|52|76|51|86|97|"Wet"|"128698250"|"78229618"
51|86|97|200|200|200|"Moist"|"128698250"|"78229619"
0|0|0|15|20|46||"128698252"|"78230019"
15|20|46|51|66|97|"Wet"|"128698252"|"78230020"
51|66|97|183|183|183||"128698252"|"78230021"
15|20|46|51|66|97|"Wet"|"128698253"|"78230022"
51|66|97|183|183|183||"128698253"|"78230023"
0|0|0|15|20|46||"128698253"|"78230024"
15|30|46|51|66|97|"Wet"|"128698254"|"78230025"
51|66|97|183|183|183||"128698254"|"78230026"
0|0|0|15|30|46||"128698254"|"78230027"
15|30|46|51|66|97|"Wet"|"128698259"|"78230157"
51|66|97|183|183|183||"128698259"|"78230158"
0|0|0|15|30|46||"128698259"|"78230159"
15|20|46|51|66|97|"Wet"|"128698260"|"78230351"
51|66|97|183|183|183||"128698260"|"78230352"
0|0|0|15|20|46||"128698260"|"78230353"
15|20|46|51|66|97|"Wet"|"128698261"|"78229623"
51|66|97|183|183|183||"128698261"|"78229624"
0|0|0|15|20|46||"128698261"|"78229625"
15|20|46|51|66|97|"Wet"|"128698262"|"78229831"
51|66|97|183|183|183||"128698262"|"78229832"
0|0|0|15|20|46||"128698262"|"78229833"
51|66|97|183|183|183||"128698263"|"78229834"
15|20|46|51|66|97|"Wet"|"128698263"|"78229835"
0|0|0|15|20|46||"128698263"|"78229836"
0|0|0|75|75|91|"Moist"|"128698310"|"78229837"
75|75|91|75|84|91|"Wet"|"128698310"|"78229838"
75|84|91|200|200|200|"Moist"|"128698310"|"78229839"
0|0|0|75|75|91|"Moist"|"128698311"|"78229840"
75|75|91|75|84|91|"Wet"|"128698311"|"78229841"
75|84|91|200|200|200|"Moist"|"128698311"|"78229842"
0|0|0|46|52|76|"Moist"|"128698312"|"78230234"
46|52|76|51|86|97|"Wet"|"128698312"|"78230235"
51|86|97|200|200|200|"Moist"|"128698312"|"78230236"
0|0|0|46|52|76|"Moist"|"128698314"|"78230237"
46|52|76|51|86|97|"Wet"|"128698314"|"78230238"
51|86|97|200|200|200|"Moist"|"128698314"|"78230239"
0|0|0|46|52|76|"Moist"|"128698315"|"78230166"
46|52|76|51|86|97|"Wet"|"128698315"|"78230167"
51|86|97|200|200|200|"Moist"|"128698315"|"78230168"
0|0|0|46|52|76|"Moist"|"128698318"|"78230160"
46|52|76|51|86|97|"Wet"|"128698318"|"78230161"
51|86|97|200|200|200|"Moist"|"128698318"|"78230162"
0|0|0|46|52|76|"Moist"|"128698319"|"78230354"
46|52|76|51|86|97|"Wet"|"128698319"|"78230355"
51|86|97|200|200|200|"Moist"|"128698319"|"78230356"
0|0|0|46|56|76|"Moist"|"128698320"|"78230163"
46|52|76|51|86|97|"Wet"|"128698320"|"78230164"
51|86|97|200|200|200|"Moist"|"128698320"|"78230165"
0|0|0|46|52|76|"Moist"|"128698322"|"78230231"
46|52|76|51|86|97|"Wet"|"128698322"|"78230232"
51|86|97|200|200|200|"Moist"|"128698322"|"78230233"
15|30|46|51|66|97|"Wet"|"128698325"|"78230360"
51|66|97|183|183|183||"128698325"|"78230361"
0|0|0|15|30|46||"128698325"|"78230362"
15|20|46|51|66|97|"Wet"|"128698326"|"78230169"
51|66|97|183|183|183||"128698326"|"78230170"
0|0|0|15|20|46||"128698326"|"78230171"
15|20|46|51|66|97|"Wet"|"128698327"|"78230240"
51|66|97|183|183|183||"128698327"|"78230241"
0|0|0|15|20|46||"128698327"|"78230242"
15|20|46|51|66|97|"Wet"|"128698328"|"78230243"
51|66|97|183|183|183||"128698328"|"78230244"
0|0|0|15|20|46||"128698328"|"78230245"
51|66|97|183|183|183||"128698329"|"78230246"
15|20|46|51|66|97|"Wet"|"128698329"|"78230247"
0|0|0|15|20|46||"128698329"|"78230248"
0|0|0|15|20|46||"128698330"|"78230357"
15|20|46|51|66|97|"Wet"|"128698330"|"78230358"
51|66|97|183|183|183||"128698330"|"78230359"
