"A-4"|"No "|"35125729"|"57414457"
"A-3"|"Yes"|"35125728"|"57413963"
"A-1"|"No "|"35125728"|"57413964"
"A-2"|"No "|"35125728"|"57413965"
"A-2"|"Yes"|"35125727"|"57414220"
"A-3"|"No "|"35125727"|"57414221"
"A-8"|"Yes"|"35125726"|"57413962"
"A-2"|"No "|"35125725"|"57414217"
"A-3"|"Yes"|"35125725"|"57414218"
"A-1"|"No "|"35125725"|"57414219"
"A-2"|"Yes"|"35125724"|"57414082"
"A-4"|"No "|"35125724"|"57414083"
"A-3"|"No "|"35125724"|"57414084"
"A-1"|"Yes"|"35125723"|"57414080"
"A-2"|"No "|"35125723"|"57414081"
"A-4"|"Yes"|"35125722"|"57414078"
"A-2"|"No "|"35125722"|"57414079"
"A-1"|"No "|"35125721"|"57414076"
"A-2"|"Yes"|"35125721"|"57414077"
"A-2"|"No "|"35125720"|"57414215"
"A-4"|"Yes"|"35125720"|"57414216"
"A-8"|"Yes"|"35125719"|"57413961"
"A-4"|"Yes"|"35125718"|"57414213"
"A-2"|"No "|"35125718"|"57414214"
"A-2"|"No "|"35125717"|"57413959"
"A-4"|"Yes"|"35125717"|"57413960"
"A-2"|"No "|"35125590"|"57413999"
"A-4"|"No "|"35125590"|"57414000"
"A-2-4"|"Yes"|"35125590"|"57414001"
"A-2"|"No "|"35125589"|"57414262"
"A-4"|"No "|"35125589"|"57414263"
"A-2-4"|"Yes"|"35125589"|"57414264"
"A-2"|"No "|"35125587"|"57414495"
"A-4"|"No "|"35125587"|"57414496"
"A-2-4"|"Yes"|"35125587"|"57414497"
"A-2"|"No "|"35125586"|"57414265"
"A-4"|"No "|"35125586"|"57414266"
"A-2-4"|"Yes"|"35125586"|"57414267"
"A-4"|"No "|"35125585"|"57413996"
"A-2"|"No "|"35125585"|"57413997"
"A-2-4"|"Yes"|"35125585"|"57413998"
"A-8"|"Yes"|"35125584"|"57414412"
"A-8"|"Yes"|"35125583"|"57414413"
"A-4"|"No "|"35125582"|"57414822"
"A-1-b"|"No "|"35125582"|"57414823"
"A-2"|"Yes"|"35125582"|"57414824"
"A-8"|"Yes"|"35125581"|"57415030"
"A-2"|"Yes"|"35125580"|"57414820"
"A-4"|"No "|"35125580"|"57414821"
"A-4"|"No "|"35125579"|"57413895"
"A-2"|"No "|"35125579"|"57413896"
"A-1-b"|"Yes"|"35125579"|"57413897"
"A-8"|"Yes"|"35125578"|"57413894"
"A-4"|"No "|"35125577"|"57413892"
"A-2"|"Yes"|"35125577"|"57413893"
"A-8"|"Yes"|"35125575"|"57414819"
"A-2"|"No "|"35125574"|"57415027"
"A-3"|"Yes"|"35125574"|"57415028"
"A-4"|"No "|"35125574"|"57415029"
"A-1"|"No "|"35125573"|"57414816"
"A-2"|"No "|"35125573"|"57414817"
"A-3"|"Yes"|"35125573"|"57414818"
"A-2"|"Yes"|"35125572"|"57415025"
"A-3"|"No "|"35125572"|"57415026"
"A-8"|"Yes"|"35125571"|"57414963"
"A-4"|"No "|"35125570"|"57414960"
"A-3"|"No "|"35125570"|"57414961"
"A-2"|"Yes"|"35125570"|"57414962"
"A-1"|"No "|"35125569"|"57414957"
"A-2"|"No "|"35125569"|"57414958"
"A-3"|"Yes"|"35125569"|"57414959"
"A-8"|"Yes"|"35125568"|"57414956"
"A-4"|"Yes"|"35125567"|"57414955"
"A-8"|"Yes"|"35125566"|"57414815"
"A-1"|"Yes"|"35125565"|"57413766"
"A-2"|"No "|"35125565"|"57413767"
"A-4"|"No "|"35125565"|"57413768"
"A-4"|"No "|"35125564"|"57414813"
"A-2"|"Yes"|"35125564"|"57414814"
"A-4"|"No "|"35125563"|"57413763"
"A-2"|"No "|"35125563"|"57413764"
"A-1"|"Yes"|"35125563"|"57413765"
"A-8"|"Yes"|"35125562"|"57413891"
"A-4"|"Yes"|"35125561"|"57413890"
"A-4"|"Yes"|"35125560"|"57413889"
"A-1"|"Yes"|"35125559"|"57413886"
"A-4"|"No "|"35125559"|"57413887"
"A-2"|"No "|"35125559"|"57413888"
"A-4"|"Yes"|"35125558"|"57413762"
"A-8"|"Yes"|"35125557"|"57414812"
"A-4"|"No "|"35125556"|"57413759"
"A-1"|"Yes"|"35125556"|"57413760"
"A-2"|"No "|"35125556"|"57413761"
"A-4"|"No "|"35125555"|"57414420"
"A-1"|"Yes"|"35125555"|"57414810"
"A-2"|"No "|"35125555"|"57414811"
"A-2"|"No "|"35125554"|"57414952"
"A-3"|"No "|"35125554"|"57414953"
"A-1"|"Yes"|"35125554"|"57414954"
"A-8"|"Yes"|"35125553"|"57414951"
"A-3"|"No "|"35125552"|"57414948"
"A-1"|"Yes"|"35125552"|"57414949"
"A-2"|"No "|"35125552"|"57414950"
"A-1"|"No "|"35125551"|"57414945"
"A-4"|"No "|"35125551"|"57414946"
"A-2"|"Yes"|"35125551"|"57414947"
"A-2"|"No "|"35125550"|"57414417"
"A-3"|"No "|"35125550"|"57414418"
"A-1"|"Yes"|"35125550"|"57414419"
"A-1"|"Yes"|"35125549"|"57413757"
"A-2"|"No "|"35125549"|"57413758"
"A-8"|"Yes"|"35125548"|"57414416"
"A-2"|"No "|"35125547"|"57413755"
"A-4"|"Yes"|"35125547"|"57413756"
"A-2"|"No "|"35125546"|"57414414"
"A-4"|"Yes"|"35125546"|"57414415"
"A-2"|"Yes"|"35125545"|"57413884"
"A-1"|"No "|"35125545"|"57413885"
"A-2"|"No "|"35125544"|"57413882"
"A-4"|"Yes"|"35125544"|"57413883"
"A-4"|"Yes"|"35125543"|"57413880"
"A-2"|"No "|"35125543"|"57413881"
"A-2"|"No "|"35125542"|"57413752"
"A-4"|"Yes"|"35125542"|"57413753"
"A-2"|"No "|"35125541"|"57413750"
"A-4"|"Yes"|"35125541"|"57413751"
"A-2"|"No "|"35125540"|"57414410"
"A-4"|"Yes"|"35125540"|"57414411"
"A-8"|"Yes"|"35125539"|"57413754"
"A-8"|"Yes"|"35125538"|"57414944"
"A-1"|"No "|"35125537"|"57414941"
"A-2"|"No "|"35125537"|"57414942"
"A-1-b"|"Yes"|"35125537"|"57414943"
"A-1-b"|"Yes"|"35125536"|"57414937"
"A-4"|"No "|"35125536"|"57414938"
"A-2"|"No "|"35125536"|"57414939"
"A-2-4"|"No "|"35125536"|"57414940"
"A-4"|"No "|"35125535"|"57413481"
"A-2"|"No "|"35125535"|"57413482"
"A-2-4"|"Yes"|"35125535"|"57414936"
"A-4"|"Yes"|"35125534"|"57413626"
"A-2"|"No "|"35125534"|"57413627"
"A-8"|"Yes"|"35125533"|"57413879"
"A-2"|"No "|"35125532"|"57415014"
